"","FC","log2(FC)","raw.pval","-log10(p)"
"417.2501 / 16.88",0.0042088,-7.8924,0.00048164,3.3173
"345.2142 / 8.01  MNH4",0.0043939,-7.8303,0.00048164,3.3173
"330.2372 / 11.05",0.0047903,-7.7057,0.00048164,3.3173
"424.1713 / 6.79  MH",0.0050389,-7.6327,0.00048164,3.3173
"718.3048 / 14.73",0.0051147,-7.6111,0.00048164,3.3173
"529.2619 / 10.67",0.0060812,-7.3614,0.00048164,3.3173
"370.0890 / 5.63",0.0066619,-7.2298,0.00048164,3.3173
"447.2246 / 10.99  MHNa2",0.0070133,-7.1557,0.00048164,3.3173
"523.9455 / 16.10",0.0070483,-7.1485,0.00048164,3.3173
"890.3778 / 20.14",0.00786,-6.9913,0.00048164,3.3173
"754.3459 / 19.21",0.0089307,-6.807,0.00048164,3.3173
"495.2892 / 14.22",0.0091997,-6.7642,0.00048164,3.3173
"409.2378 / 11.75",0.012173,-6.3602,0.00048164,3.3173
"503.2584 / 11.55  M",0.013778,-6.1815,0.00048164,3.3173
"391.1839 / 3.56",0.043879,-4.5103,0.00048422,3.315
"515.0424 / 2.08",4.0265,2.0095,0.00048526,3.314
"438.1865 / 2.64",0.041638,-4.5859,0.000497,3.3036
"709.3225 / 19.57  M2H2",0.0044314,-7.818,0.00049905,3.3019
"563.7841 / 19.23  M2NH42",0.0066496,-7.2325,0.00049905,3.3019
"444.2475 / 12.63",0.0081724,-6.935,0.00049905,3.3019
"407.2269 / 13.56",0.010975,-6.5096,0.00049905,3.3019
"551.7840 / 18.84",0.012205,-6.3563,0.00049905,3.3019
"409.1202 / 9.06  M-H-",0.0138,-6.1791,0.00049905,3.3019
"451.1949 / 10.42",0.019648,-5.6695,0.00049905,3.3019
"622.3083 / 18.90  M3Na3",0.026605,-5.2322,0.00049905,3.3019
"595.3173 / 9.24",0.041023,-4.6074,0.00049905,3.3019
"293.1138 / 9.55  MCH3OHH",0.020606,-5.6008,0.0005029,3.2985
"357.1057 / 14.05  M-H-",0.017926,-5.8018,0.00050603,3.2958
"594.2935 / 18.78",0.0013855,-9.4954,0.00052423,3.2805
"437.1979 / 10.78",0.0028382,-8.4608,0.00052423,3.2805
"346.1623 / 2.70",0.0036147,-8.1119,0.00052423,3.2805
"472.2245 / 19.44  MHNa2",0.012762,-6.292,0.00052423,3.2805
"399.1655 / 21.52",4.9435,2.3055,0.00052809,3.2773
"778.9914 / 1.14",0.017686,-5.8213,0.0005321,3.274
"367.9263 / 2.60",2.2244,1.1534,0.0005321,3.274
"215.1397 / 12.51",0.038923,-4.6832,0.00053502,3.2716
"182.0745 / 13.40",9.1364,3.1916,0.00053502,3.2716
"181.0731 / 14.12",7.5012,2.9071,0.00053502,3.2716
"600.3254 / 19.07  M3H3",0.0051459,-7.6024,0.00053536,3.2714
"267.9368 / 8.76",0.1218,-3.0374,0.00053536,3.2714
"548.3117 / 19.52  M2H2",0.010631,-6.5556,0.00053749,3.2696
"401.2024 / 10.80",0.097526,-3.3581,0.00054172,3.2662
"445.2412 / 14.66",0.12466,-3.0039,0.00054172,3.2662
"277.1195 / 14.04",0.026928,-5.2147,0.000542,3.266
"286.1511 / 1.93",0.048378,-4.3695,0.000542,3.266
"253.0368 / 8.29  MK",0.12694,-2.9778,0.000542,3.266
"235.0133 / 3.95",0.26036,-1.9414,0.000542,3.266
"146.0604 / 8.03",3.1853,1.6714,0.000542,3.266
"269.0740 / 1.80  MNa",3.102,1.6332,0.000542,3.266
"248.1473 / 8.01  MH",2.8981,1.5351,0.000542,3.266
"399.1879 / 2.31",0.0070059,-7.1572,0.00054577,3.263
"277.1554 / 11.10  M-H-",0.0018987,-9.0408,0.00056363,3.249
"514.2409 / 18.95",0.033833,-4.8854,0.0005673,3.2462
"453.1982 / 6.29",0.0017397,-9.1669,0.00056953,3.2445
"539.1855 / 11.02  MNa-2H-",0.0023779,-8.7161,0.00056953,3.2445
"449.2754 / 18.30",0.0040961,-7.9315,0.00056953,3.2445
"338.1539 / 3.72",0.0053799,-7.5382,0.00056953,3.2445
"777.8623 / 18.79",0.0054949,-7.5077,0.00056953,3.2445
"580.2974 / 12.89",0.0062271,-7.3272,0.00056953,3.2445
"655.3826 / 19.63",0.0064583,-7.2746,0.00056953,3.2445
"360.1524 / 17.36  MNa-2H-",0.0064674,-7.2726,0.00056953,3.2445
"559.3087 / 8.60",0.0065406,-7.2564,0.00056953,3.2445
"332.1826 / 4.74",0.007536,-7.052,0.00056953,3.2445
"647.3403 / 15.21  MNH4",0.007586,-7.0424,0.00056953,3.2445
"463.7179 / 18.11  M2H2",0.0077551,-7.0106,0.00056953,3.2445
"457.2398 / 12.92",0.0078233,-6.998,0.00056953,3.2445
"672.3221 / 13.10",0.0084678,-6.8838,0.00056953,3.2445
"444.2634 / 10.83",0.0090115,-6.794,0.00056953,3.2445
"938.3887 / 20.52",0.010341,-6.5955,0.00056953,3.2445
"416.2499 / 9.04",0.010655,-6.5524,0.00056953,3.2445
"462.2026 / 10.38  M3H3",0.011897,-6.3933,0.00056953,3.2445
"499.2033 / 14.72",0.013658,-6.1941,0.00056953,3.2445
"350.1751 / 8.89",0.022249,-5.4901,0.00056953,3.2445
"81.0701 / 4.00",4.4569,2.156,0.00057542,3.24
"656.3310 / 20.30  M-2H2-",0.026038,-5.2632,0.00057624,3.2394
"509.2574 / 13.40",0.022498,-5.4741,0.00058599,3.2321
"380.2172 / 10.44",0.025166,-5.3124,0.00058599,3.2321
"279.1718 / 11.13",0.0041407,-7.9159,0.00059983,3.222
"344.1477 / 1.57",0.017517,-5.8351,0.00060061,3.2214
"291.1217 / 22.13  MH",0.2182,-2.1963,0.00060061,3.2214
"434.1729 / 20.36",0.012467,-6.3257,0.00060617,3.2174
"554.3196 / 20.28",0.053563,-4.2226,0.00061225,3.2131
"754.4119 / 19.83  MNa",0.004602,-7.7635,0.00061365,3.2121
"388.1707 / 4.57",0.0064691,-7.2722,0.00061365,3.2121
"369.1772 / 11.56",0.010089,-6.631,0.00061365,3.2121
"630.3315 / 19.47  M3H3",0.014926,-6.066,0.00061365,3.2121
"379.1604 / 17.70  M-H-",21.02,4.3937,0.00062011,3.2075
"344.0398 / 6.88",22.461,4.4893,0.00062317,3.2054
"124.0510 / 13.39",10.267,3.3599,0.00062406,3.2048
"221.1219 / 4.83",3.1254,1.644,0.00062406,3.2048
"588.3231 / 19.79",0.0078223,-6.9982,0.00062513,3.204
"466.2104 / 19.57",0.033832,-4.8855,0.00062513,3.204
"688.3128 / 20.53  MH",0.00091511,-10.094,0.0006252,3.204
"539.7996 / 20.88  M2H2",0.0012372,-9.6587,0.0006252,3.204
"456.2529 / 3.24  M2H2",0.0013956,-9.4849,0.0006252,3.204
"681.2833 / 7.66  M-H-",0.0028512,-8.4542,0.0006252,3.204
"362.1925 / 4.23",0.0031569,-8.3073,0.0006252,3.204
"526.2222 / 19.36  M2H2",0.0032531,-8.264,0.0006252,3.204
"490.2489 / 3.09",0.0041776,-7.9031,0.0006252,3.204
"573.3239 / 19.40  MH",0.005447,-7.5203,0.0006252,3.204
"435.2064 / 1.83",0.0078052,-7.0013,0.0006252,3.204
"509.3214 / 19.47",0.017824,-5.81,0.0006252,3.204
"321.0596 / 6.82",2.3316,1.2213,0.00062564,3.2037
"182.0670 / 8.07",2.4537,1.295,0.00062644,3.2031
"201.1231 / 1.80",0.037561,-4.7346,0.00062723,3.2026
"181.0730 / 13.38",7.1331,2.8345,0.00062723,3.2026
"291.1812 / 21.01",6.3225,2.6605,0.00062723,3.2026
"116.9854 / 1.03",0.16278,-2.619,0.00062723,3.2026
"549.1642 / 22.62",4.4021,2.1382,0.00062723,3.2026
"208.1146 / 10.42",3.18,1.669,0.00062723,3.2026
"299.2957 / 24.07  MCH3OHH",0.34718,-1.5262,0.00062723,3.2026
"215.1398 / 11.77",0.0071354,-7.1308,0.00063364,3.1982
"297.0853 / 14.02  MNa-2H-",0.032763,-4.9318,0.00063364,3.1982
"696.9885 / 1.13  3M2Na-3H-",0.016041,-5.9621,0.00063514,3.1971
"181.9651 / 1.43",0.026997,-5.2111,0.00063514,3.1971
"538.9991 / 1.14",0.029401,-5.088,0.00063514,3.1971
"247.0583 / 10.67",0.23478,-2.0906,0.00063514,3.1971
"347.0764 / 1.53",3.8599,1.9486,0.00063514,3.1971
"143.0700 / 8.02",3.0186,1.5939,0.00063514,3.1971
"261.0603 / 13.38",8.3205,3.0567,0.00064605,3.1897
"370.1610 / 13.67  M-H-",0.010379,-6.5902,0.0006528,3.1852
"340.1869 / 17.34  MH",0.010557,-6.5657,0.00067119,3.1732
"344.0387 / 4.91  M-H2O-H-",0.071704,-3.8018,0.00067119,3.1732
"403.2307 / 10.70",0.074631,-3.7441,0.00067119,3.1732
"330.1661 / 2.82",0.0024271,-8.6866,0.00067218,3.1725
"397.6993 / 20.02",0.0037829,-8.0463,0.00067218,3.1725
"619.3436 / 12.32  M-H-",0.0043351,-7.8497,0.00067218,3.1725
"358.1541 / 8.30",0.0045511,-7.7796,0.00067218,3.1725
"512.7466 / 18.85",0.005819,-7.425,0.00067218,3.1725
"618.2511 / 9.95  M-H2O-H-",0.00842,-6.892,0.00067218,3.1725
"657.6903 / 19.99  M3H3",0.0098791,-6.6614,0.00067218,3.1725
"436.0921 / 6.27",0.012177,-6.3597,0.00067218,3.1725
"403.2441 / 11.94",0.012471,-6.3253,0.00067218,3.1725
"332.1809 / 5.37",0.015483,-6.0132,0.00067218,3.1725
"747.3712 / 13.45",0.016416,-5.9288,0.00067218,3.1725
"545.2565 / 15.50  MNa-2H-",0.020066,-5.6391,0.00067218,3.1725
"359.2653 / 2.05",0.020379,-5.6168,0.00067218,3.1725
"447.2453 / 13.32  MH",0.025606,-5.2874,0.00067218,3.1725
"606.0733 / 2.82",0.013747,-6.1847,0.00067565,3.1703
"196.0917 / 17.48",9.2341,3.207,0.00067565,3.1703
"568.0304 / 18.81",0.0022133,-8.8196,0.00068686,3.1631
"672.8394 / 19.88",0.0048305,-7.6936,0.00068686,3.1631
"530.2816 / 10.75",0.013948,-6.1638,0.00068686,3.1631
"535.2691 / 1.95",0.0018502,-9.0781,0.00068991,3.1612
"920.6281 / 24.73  MAcO-H-",0.00039647,-11.301,0.00069098,3.1605
"556.0580 / 19.10  M4H4",0.00041936,-11.22,0.00069098,3.1605
"417.1944 / 13.07",0.00068325,-10.515,0.00069098,3.1605
"373.2081 / 2.74",0.0010398,-9.9095,0.00069098,3.1605
"556.2263 / 3.06",0.0011394,-9.7775,0.00069098,3.1605
"472.7718 / 16.70  M2H2",0.001239,-9.6566,0.00069098,3.1605
"524.2859 / 18.75  M2",0.0013231,-9.5618,0.00069098,3.1605
"545.3274 / 13.59  MH",0.0015018,-9.3791,0.00069098,3.1605
"371.2285 / 4.12",0.0015196,-9.3621,0.00069098,3.1605
"288.1558 / 2.79",0.0015203,-9.3614,0.00069098,3.1605
"509.1875 / 7.80",0.001588,-9.2986,0.00069098,3.1605
"86.0963 / 6.81",0.001789,-9.1266,0.00069098,3.1605
"784.3860 / 19.79",0.0017996,-9.1181,0.00069098,3.1605
"438.2097 / 1.56",0.0018507,-9.0777,0.00069098,3.1605
"216.1425 / 2.13",0.0019064,-9.0349,0.00069098,3.1605
"558.7715 / 20.88  M2H2",0.0019615,-8.9938,0.00069098,3.1605
"316.1520 / 3.10",0.0020171,-8.9535,0.00069098,3.1605
"505.7201 / 21.49",0.0020355,-8.9404,0.00069098,3.1605
"439.2551 / 20.17  M-H-",0.0021756,-8.8444,0.00069098,3.1605
"444.2919 / 3.27",0.0021845,-8.8385,0.00069098,3.1605
"618.2902 / 18.75  MNa",0.0022638,-8.787,0.00069098,3.1605
"544.2997 / 12.68",0.00227,-8.7831,0.00069098,3.1605
"558.7607 / 15.50  M2H2",0.0023794,-8.7152,0.00069098,3.1605
"591.3134 / 16.75  MH",0.0026988,-8.5334,0.00069098,3.1605
"316.1863 / 4.42",0.0029015,-8.429,0.00069098,3.1605
"650.0031 / 18.98  M3H3",0.0033239,-8.2329,0.00069098,3.1605
"452.2252 / 2.56",0.0036355,-8.1036,0.00069098,3.1605
"528.2626 / 15.24  MHNa2",0.0037936,-8.0422,0.00069098,3.1605
"704.8609 / 20.58  M-2H2-",0.0043251,-7.853,0.00069098,3.1605
"879.4243 / 19.23",0.0045551,-7.7783,0.00069098,3.1605
"414.1892 / 12.61",0.0046973,-7.734,0.00069098,3.1605
"441.2134 / 14.89",0.0047036,-7.732,0.00069098,3.1605
"456.2712 / 13.14",0.0067522,-7.2104,0.00069098,3.1605
"444.2424 / 16.72",0.012452,-6.3275,0.00069098,3.1605
"341.1779 / 14.82  MH",0.04428,-4.4972,0.00070367,3.1526
"490.2152 / 2.70  MH",0.0035028,-8.1573,0.00070462,3.152
"371.2291 / 6.50",0.0057465,-7.4431,0.00070462,3.152
"112.1119 / 4.02",3.0747,1.6205,0.00071584,3.1452
"523.2402 / 15.40  MNa",0.0050105,-7.6408,0.00071711,3.1444
"405.1595 / 14.44  M-2H2-",0.010181,-6.6179,0.00071711,3.1444
"316.1465 / 7.52",0.02061,-5.6005,0.00071711,3.1444
"129.1385 / 1.00  MNH4",0.025634,-5.2858,0.0007221,3.1414
"154.0697 / 5.78",6.9751,2.8022,0.00072389,3.1403
"546.3160 / 23.62",0.024714,-5.3385,0.00072479,3.1398
"503.2797 / 19.59  MHK2",0.054297,-4.203,0.00072479,3.1398
"177.0064 / 1.06",0.13547,-2.884,0.00072479,3.1398
"315.1665 / 1.83",0.15648,-2.676,0.00072479,3.1398
"181.0731 / 12.44",4.6024,2.2024,0.00072479,3.1398
"126.0915 / 10.44  MH",3.9224,1.9717,0.00072479,3.1398
"202.1081 / 4.80",3.0372,1.6027,0.00072479,3.1398
"207.1112 / 10.40",2.7506,1.4598,0.00072479,3.1398
"247.1449 / 8.01  MH",2.685,1.4249,0.00072479,3.1398
"860.4232 / 19.79",0.0037626,-8.0541,0.00072788,3.1379
"668.3600 / 20.14",0.0037472,-8.06,0.0007289,3.1373
"510.2682 / 2.67  MCH3OHH",0.0048628,-7.684,0.0007289,3.1373
"620.8057 / 20.15  M2",0.0065295,-7.2588,0.0007289,3.1373
"366.1667 / 4.23",0.0097723,-6.6771,0.00073271,3.1351
"376.1722 / 4.49",0.0090696,-6.7848,0.00073453,3.134
"374.2299 / 11.81  MH",0.016379,-5.932,0.00073453,3.134
"359.2114 / 2.60",0.020051,-5.6402,0.00073453,3.134
"360.2388 / 12.73",0.12265,-3.0274,0.00074869,3.1257
"319.2278 / 22.97  M-H-",0.020038,-5.6411,0.00075567,3.1217
"245.1141 / 1.88",0.026533,-5.2361,0.00075567,3.1217
"227.1039 / 6.82  M-H-",0.040319,-4.6324,0.00075567,3.1217
"867.0108 / 1.16",0.078688,-3.6677,0.00075567,3.1217
"627.0172 / 1.26",0.15342,-2.7044,0.00075567,3.1217
"448.9943 / 1.80",2.8392,1.5055,0.00075567,3.1217
"339.0588 / 4.46",2.5077,1.3264,0.00075567,3.1217
"319.1923 / 22.63",2.1368,1.0954,0.00075567,3.1217
"295.1664 / 7.10  MCH3OHH",0.014181,-6.1399,0.00076918,3.114
"81.0699 / 5.11",6.32,2.6599,0.0007736,3.1115
"275.1346 / 3.41",0.077474,-3.6902,0.00077948,3.1082
"565.1754 / 4.29  2M-H-",0.0017855,-9.1295,0.00078053,3.1076
"373.2089 / 1.75",0.010359,-6.5929,0.00078053,3.1076
"290.1711 / 1.96  MCH3OHH",0.010507,-6.5726,0.00078176,3.1069
"258.1452 / 2.38  M-H-",0.0032728,-8.2553,0.00078811,3.1034
"708.2783 / 20.55  MNa-2H-",0.018641,-5.7453,0.00078811,3.1034
"413.9889 / 21.56",0.018997,-5.7181,0.00078811,3.1034
"603.7478 / 20.03  M-2H2-",0.0060024,-7.3802,0.00079181,3.1014
"546.7861 / 11.37  M2H2",0.0072179,-7.1142,0.00079181,3.1014
"621.3259 / 16.69",0.012225,-6.3541,0.00079181,3.1014
"414.2122 / 17.30",0.017737,-5.8171,0.00079181,3.1014
"504.2852 / 16.89",0.028111,-5.1527,0.00079181,3.1014
"522.3026 / 17.11",0.037765,-4.7268,0.00079181,3.1014
"954.5047 / 19.65  M-2H2-",0.0042778,-7.8689,0.00080367,3.0949
"926.4300 / 17.82  M-2H2-",0.0089479,-6.8042,0.00080367,3.0949
"541.2623 / 14.23  M-H-",0.013605,-6.1997,0.00080367,3.0949
"508.2642 / 9.65  M2H2",0.029804,-5.0683,0.00080367,3.0949
"138.0664 / 12.44",6.4158,2.6816,0.00081041,3.0913
"910.5238 / 19.51  M-H-",0.0013705,-9.5111,0.00081085,3.0911
"365.1451 / 3.23",0.0018836,-9.0523,0.00081085,3.0911
"490.7814 / 14.27",0.0021703,-8.8479,0.00081085,3.0911
"425.2111 / 3.99  M2H2",0.0021885,-8.8358,0.00081085,3.0911
"477.2536 / 14.77",0.0042201,-7.8885,0.00081085,3.0911
"524.2511 / 14.86  MNa",0.004805,-7.7012,0.00081085,3.0911
"645.3414 / 2.57  MH",0.0077338,-7.0146,0.00081085,3.0911
"431.2023 / 10.00",0.0081208,-6.9442,0.00081085,3.0911
"868.4168 / 19.00",0.012507,-6.3212,0.00081085,3.0911
"667.9844 / 19.53  M2HNa3",0.03005,-5.0565,0.00081142,3.0908
"453.0506 / 2.08",4.9625,2.3111,0.00081618,3.0882
"315.1322 / 7.08  MNa-2H-",0.010997,-6.5067,0.00081776,3.0874
"274.0921 / 15.56",0.017342,-5.8496,0.00081776,3.0874
"321.1110 / 12.25",8.0903,3.0162,0.00081776,3.0874
"473.2389 / 20.21",0.024196,-5.3691,0.0008262,3.0829
"256.1305 / 1.56",0.017997,-5.7961,0.0008272,3.0824
"229.1190 / 6.92  MH",0.035194,-4.8285,0.0008272,3.0824
"267.1338 / 2.41  MH",0.031117,-5.0062,0.00083225,3.0797
"303.0878 / 14.66",7.7858,2.9608,0.00083225,3.0797
"358.1603 / 2.68",0.015472,-6.0142,0.00083389,3.0789
"356.2175 / 19.60  MH",0.019732,-5.6633,0.00083389,3.0789
"195.0886 / 17.42  MH",6.8856,2.7836,0.00083529,3.0782
"456.1891 / 21.08",0.12074,-3.05,0.0008363,3.0776
"98.9756 / 1.04",0.12905,-2.954,0.0008363,3.0776
"439.1827 / 4.25",0.0092964,-6.7491,0.00083657,3.0775
"530.2257 / 20.11",0.017585,-5.8295,0.00083657,3.0775
"688.3174 / 19.69  MH2Na3",0.018377,-5.7659,0.00083657,3.0775
"723.3567 / 19.85  M2H2",0.03629,-4.7843,0.00083657,3.0775
"304.1880 / 3.37",0.0018302,-9.0938,0.00083963,3.0759
"229.1193 / 13.68",0.011255,-6.4733,0.00083963,3.0759
"808.9389 / 19.42",0.028958,-5.1099,0.00083963,3.0759
"345.1766 / 2.19",0.003355,-8.2195,0.00084724,3.072
"201.1234 / 14.17",0.016375,-5.9323,0.00084738,3.0719
"461.2470 / 12.43",0.0040174,-7.9595,0.00084839,3.0714
"523.2736 / 15.08  M2H2",0.0046748,-7.7409,0.00084839,3.0714
"368.2291 / 2.54",0.0061062,-7.3555,0.00084839,3.0714
"406.1968 / 14.51",0.0062383,-7.3246,0.00084839,3.0714
"268.0757 / 4.47",0.0081542,-6.9382,0.00084839,3.0714
"695.8903 / 20.57  M2H2",0.0028778,-8.4408,0.00085018,3.0705
"504.3168 / 18.91  M2H2",0.01802,-5.7943,0.00085018,3.0705
"615.0018 / 19.99  M3H3",0.032586,-4.9396,0.00085018,3.0705
"447.2210 / 20.11  MNa-2H-",0.040388,-4.6299,0.00086172,3.0646
"460.2188 / 9.86",0.27447,-1.8653,0.00087776,3.0566
"296.0998 / 8.48",0.099422,-3.3303,0.00089607,3.0477
"545.0145 / 1.19",0.13797,-2.8575,0.00089607,3.0477
"196.0728 / 1.58",2.4813,1.3111,0.00089607,3.0477
"292.1921 / 14.79  MH",72.543,6.1808,0.00090503,3.0433
"217.0700 / 17.43  MNa",17.274,4.1105,0.00090964,3.0411
"374.1672 / 1.56",0.0068427,-7.1912,0.00092521,3.0338
"475.2926 / 18.36",0.010412,-6.5857,0.00093097,3.0311
"444.2452 / 15.30  MNH4",0.015588,-6.0034,0.00093097,3.0311
"402.1975 / 9.28",0.019756,-5.6615,0.00093097,3.0311
"694.3756 / 15.04  M-H-",0.027769,-5.1704,0.00093097,3.0311
"696.3935 / 15.04",0.03328,-4.9092,0.00093097,3.0311
"424.2092 / 10.74  MCH3OHH",0.013905,-6.1682,0.00093871,3.0275
"366.2020 / 9.84",0.046928,-4.4134,0.00093871,3.0275
"253.1191 / 2.28  MCH3OHH",0.012728,-6.2958,0.00094087,3.0265
"245.0924 / 4.58  MH",0.037536,-4.7356,0.00094199,3.026
"294.0551 / 17.79",51.252,5.6795,0.00094635,3.0239
"821.9090 / 19.70  M-2H2-",0.013366,-6.2253,0.00094757,3.0234
"788.8749 / 18.67  M-2H2-",0.00039011,-11.324,0.00094977,3.0224
"677.3341 / 19.23  M2H2",0.001763,-9.1477,0.00094977,3.0224
"324.1892 / 11.44  MNa",0.002619,-8.5768,0.00094977,3.0224
"379.2120 / 9.45  M3H3",0.0029291,-8.4153,0.00094977,3.0224
"496.2534 / 7.72",0.0031896,-8.2924,0.00094977,3.0224
"567.7803 / 18.81  M2H2",0.0034307,-8.1873,0.00094977,3.0224
"561.7800 / 20.88  M2Na2",0.0034897,-8.1627,0.00094977,3.0224
"205.0982 / 3.72",0.0039059,-8.0001,0.00094977,3.0224
"962.4434 / 19.39  M-H-",0.0046941,-7.7349,0.00094977,3.0224
"551.2662 / 17.04",0.0049688,-7.6529,0.00094977,3.0224
"878.8860 / 20.14  M-2H2-",0.0050609,-7.6264,0.00094977,3.0224
"295.1658 / 7.60",0.0054445,-7.521,0.00094977,3.0224
"449.2064 / 7.29",0.0062636,-7.3188,0.00094977,3.0224
"456.2203 / 16.44",0.0064772,-7.2704,0.00094977,3.0224
"405.1736 / 14.21  MNa-2H-",0.0076107,-7.0377,0.00094977,3.0224
"567.2618 / 10.42  M3H3",0.0086731,-6.8492,0.00094977,3.0224
"706.3712 / 19.28",0.0089838,-6.7985,0.00094977,3.0224
"545.2582 / 11.49",0.010765,-6.5374,0.00094977,3.0224
"541.2340 / 18.41",0.01085,-6.5262,0.00094977,3.0224
"803.8837 / 19.79  MHNa2",0.011263,-6.4723,0.00094977,3.0224
"477.2354 / 19.95  MH",0.026505,-5.2376,0.00095216,3.0213
"504.2839 / 17.12",0.00031239,-11.644,0.0009541,3.0204
"417.2343 / 8.12  M-H-",0.00032946,-11.568,0.0009541,3.0204
"671.3439 / 18.87  M-H-",0.00038285,-11.351,0.0009541,3.0204
"583.2517 / 14.57  M-2H2-",0.00038906,-11.328,0.0009541,3.0204
"868.4442 / 18.63  M-H-",0.00045452,-11.103,0.0009541,3.0204
"417.2350 / 9.33  MH",0.00053709,-10.863,0.0009541,3.0204
"673.6632 / 19.69  M3H3",0.00066377,-10.557,0.0009541,3.0204
"677.3392 / 18.40  M-2H2-",0.00069398,-10.493,0.0009541,3.0204
"652.3248 / 17.87  M3H3",0.00069463,-10.491,0.0009541,3.0204
"374.2095 / 9.70",0.00071027,-10.459,0.0009541,3.0204
"608.2356 / 18.09",0.00072774,-10.424,0.0009541,3.0204
"581.3271 / 2.74",0.00074038,-10.399,0.0009541,3.0204
"515.3184 / 14.94",0.00075368,-10.374,0.0009541,3.0204
"587.3144 / 2.48",0.00085935,-10.184,0.0009541,3.0204
"524.8122 / 19.69",0.00086399,-10.177,0.0009541,3.0204
"758.4058 / 15.14  MFA-H-",0.0008652,-10.175,0.0009541,3.0204
"486.7155 / 11.10  M-2H2-",0.00091099,-10.1,0.0009541,3.0204
"711.3332 / 20.97  MNa-2H-",0.0009405,-10.054,0.0009541,3.0204
"498.2556 / 7.80",0.0010284,-9.9254,0.0009541,3.0204
"498.2220 / 16.08  M2H2",0.001062,-9.879,0.0009541,3.0204
"487.2660 / 10.25  M2H2",0.0010634,-9.8771,0.0009541,3.0204
"346.2313 / 13.27",0.0011488,-9.7656,0.0009541,3.0204
"422.1587 / 9.47  MH",0.0011821,-9.7244,0.0009541,3.0204
"428.9002 / 9.43  M3H3",0.0012327,-9.6639,0.0009541,3.0204
"919.3874 / 10.13",0.0013092,-9.5771,0.0009541,3.0204
"517.2033 / 11.05  M-H-",0.0013441,-9.5391,0.0009541,3.0204
"476.2341 / 4.65",0.00137,-9.5116,0.0009541,3.0204
"531.2912 / 16.95",0.0013932,-9.4874,0.0009541,3.0204
"541.2607 / 10.53",0.0014318,-9.448,0.0009541,3.0204
"546.1960 / 17.72",0.0014714,-9.4086,0.0009541,3.0204
"300.1917 / 3.76",0.0014822,-9.3981,0.0009541,3.0204
"698.3275 / 21.15  M-2H2-",0.0014903,-9.3902,0.0009541,3.0204
"327.2147 / 8.50",0.0015245,-9.3575,0.0009541,3.0204
"543.2760 / 10.52",0.0015314,-9.3509,0.0009541,3.0204
"560.3073 / 19.01  M-H-",0.0016763,-9.2205,0.0009541,3.0204
"441.2711 / 16.06  M2H2",0.0018013,-9.1167,0.0009541,3.0204
"413.2135 / 12.11",0.0018245,-9.0983,0.0009541,3.0204
"372.2606 / 1.03",0.0018523,-9.0765,0.0009541,3.0204
"916.4599 / 18.53",0.0019837,-8.9776,0.0009541,3.0204
"624.2978 / 15.17",0.002035,-8.9407,0.0009541,3.0204
"529.2611 / 8.38",0.0020663,-8.9187,0.0009541,3.0204
"894.5037 / 19.47",0.0020818,-8.908,0.0009541,3.0204
"447.1871 / 13.45",0.0021408,-8.8676,0.0009541,3.0204
"895.4071 / 21.08  MNa",0.0021828,-8.8396,0.0009541,3.0204
"513.2585 / 9.04  M2H2",0.0022297,-8.8089,0.0009541,3.0204
"848.4453 / 19.25",0.0023228,-8.7499,0.0009541,3.0204
"530.7900 / 20.15",0.0023878,-8.7101,0.0009541,3.0204
"701.3465 / 15.77",0.0023923,-8.7074,0.0009541,3.0204
"506.2291 / 10.88",0.0024734,-8.6593,0.0009541,3.0204
"495.2189 / 3.44",0.0024876,-8.651,0.0009541,3.0204
"448.1824 / 6.95  MCl-",0.0024938,-8.6475,0.0009541,3.0204
"625.3188 / 13.59  M-H-",0.0025013,-8.6431,0.0009541,3.0204
"916.4612 / 17.83  M-H-",0.0025547,-8.6127,0.0009541,3.0204
"416.2509 / 8.33",0.0025872,-8.5944,0.0009541,3.0204
"366.1656 / 4.92  MNH4",0.0026058,-8.584,0.0009541,3.0204
"456.2800 / 10.36",0.0026468,-8.5615,0.0009541,3.0204
"686.3064 / 19.23  M-2H2-",0.0026589,-8.5549,0.0009541,3.0204
"423.1893 / 5.87",0.0027264,-8.5188,0.0009541,3.0204
"497.2485 / 16.14  MNa",0.0027686,-8.4966,0.0009541,3.0204
"630.8529 / 18.11",0.0029457,-8.4072,0.0009541,3.0204
"530.2959 / 19.42",0.0030574,-8.3535,0.0009541,3.0204
"472.2762 / 19.05",0.0031271,-8.3209,0.0009541,3.0204
"499.2505 / 5.61",0.0033065,-8.2405,0.0009541,3.0204
"542.7742 / 13.94",0.0033354,-8.2279,0.0009541,3.0204
"593.3018 / 16.02",0.0034164,-8.1933,0.0009541,3.0204
"358.7075 / 2.56  M2NH42",0.0034937,-8.161,0.0009541,3.0204
"215.1384 / 9.28",0.0035463,-8.1395,0.0009541,3.0204
"583.2752 / 18.50  M4H4",0.0035981,-8.1186,0.0009541,3.0204
"466.2244 / 8.07  M3H3",0.003773,-8.0501,0.0009541,3.0204
"510.2663 / 10.92",0.0038998,-8.0024,0.0009541,3.0204
"719.3300 / 12.53",0.0039754,-7.9747,0.0009541,3.0204
"684.3080 / 19.46",0.0040711,-7.9404,0.0009541,3.0204
