"","Loading (t1)","OrthoLoading (to1)"
"284.1127 / 9.44",0.013883,-0.0092305
"284.1129 / 8.28",-0.0065085,0.0017041
"284.1143 / 2.28  MCH3OHH",0.012097,-0.013963
"284.1497 / 6.20",-0.0033773,-0.0076808
"284.1498 / 2.71",0.00031248,-0.017067
"284.1861 / 12.11",0.0045509,0.0064807
"284.1868 / 8.76  MH",-0.0030128,-0.0042978
"284.9715 / 1.33",-0.0080361,-0.0099575
"285.0312 / 1.07  2MH",0.0081862,-0.013626
"285.0933 / 8.20",0.011446,-0.00258
"285.1009 / 21.58  MNa",0.0015509,0.013243
"285.1222 / 16.34",-0.00043967,-0.0072374
"285.1244 / 5.35  MNa",-0.0092775,-0.016785
"285.1327 / 2.34",0.0073951,-0.019902
"285.1605 / 15.26  MH",-0.0034232,-0.00089818
"285.2218 / 22.96  MNH4",-0.0083491,-0.0096437
"285.2425 / 23.27",-0.002101,-0.0018006
"286.0561 / 2.55",0.0088648,-0.015765
"286.1224 / 1.77",0.0063285,-0.017766
"286.1511 / 1.93",-0.011556,-0.018193
"286.1655 / 11.15",-0.0076706,-0.010461
"286.1912 / 1.00",-0.0068177,-0.018503
"286.1917 / 8.73",-0.0048292,-0.0085854
"286.2016 / 15.81",0.00039457,-0.011932
"286.2022 / 15.19  MH",0.001226,-0.0084872
"286.3106 / 21.75",-0.007889,0.001795
"287.0972 / 11.72",-0.0093663,-0.013103
"287.1010 / 10.59  MH",0.0048465,-0.013159
"287.1187 / 21.54",-0.00075057,0.012925
"287.1368 / 5.55  MNa",-0.013129,-0.015482
"287.1379 / 6.29  MNa",-0.01299,-0.015977
"287.1384 / 8.37",-0.016271,-0.0039207
"287.1663 / 15.21",-0.0026623,-0.0043035
"287.1955 / 1.83",0.0045584,-0.018343
"287.2014 / 21.20",0.0030523,0.00070773
"287.2024 / 22.58",-0.0040521,-0.0018789
"287.2448 / 1.42",-0.016279,-0.007714
"288.1437 / 2.71",0.00080517,-0.017097
"288.1480 / 21.74  MNa",0.0032857,0.0095312
"288.1916 / 6.01",-0.013266,-0.015416
"288.2027 / 5.85",-0.014157,-0.014448
"288.2032 / 2.48",-0.0094328,-0.018227
"288.2033 / 8.62  MCH3OHH",-0.010235,-0.01903
"288.2035 / 1.57",-0.011629,-0.014913
"288.2038 / 15.23",-0.00043697,-0.0075844
"288.2044 / 4.98",-0.0064034,-0.011784
"288.2174 / 18.69",0.0017193,-0.014375
"288.9098 / 3.60",0.0058322,0.00063346
"288.9103 / 31.88",0.00045306,-0.0026061
"288.9104 / 6.16",0.00050396,-0.0024359
"288.9106 / 9.27",-0.0033432,-0.0032211
"289.0857 / 16.27",-0.0070307,-0.0079476
"289.1159 / 3.37  MNa",-0.012109,-0.01373
"289.1294 / 22.10",-0.0033944,-0.0059042
"289.1417 / 21.18",0.0049046,0.0031072
"289.1498 / 6.65",-0.014069,-0.014164
"289.1505 / 7.69  MNH4",-0.014386,-0.014843
"289.1535 / 5.78  MNa",-0.0085213,-0.012259
"289.1557 / 15.46",0.0013042,0.0063296
"289.1874 / 2.64  MNH4",-0.012761,-0.014039
"289.1886 / 2.09",-0.0048571,-0.02067
"289.2119 / 6.41",-0.0020111,-0.0056333
"289.2288 / 16.22  MH",0.0011091,0.0033092
"289.4845 / 7.41",-0.0080642,-0.0073237
"290.0992 / 3.19",0.01226,-0.013435
"290.1359 / 1.83",0.0020892,-0.021685
"290.1375 / 8.92  MNa",-0.00091537,-0.0029683
"290.1603 / 3.47",0.0058755,-0.018672
"290.1711 / 1.96  MCH3OHH",-0.0093394,-0.01597
"290.1717 / 2.60  MNH4",-0.0087412,-0.018121
"290.1729 / 13.91  MNa",-0.00027938,0.0059779
"290.2315 / 16.18",0.0027566,0.0063705
"290.2703 / 20.88  MH",0.0023672,0.010083
"291.0709 / 3.98",0.0010209,-0.0082293
"291.0873 / 13.48  MH",0.0031535,0.008224
"291.1217 / 22.13  MH",-0.01013,-0.0055025
"291.1456 / 12.26",-0.0071762,-0.0099278
"291.1499 / 21.45",-0.0015283,0.011589
"291.1606 / 9.07",-0.0050851,-0.0069505
"291.1812 / 21.01",0.011062,0.0014828
"291.2320 / 22.96",-0.0031893,0.0064523
"292.0896 / 13.45",0.0022052,0.008367
"292.1309 / 4.36",-0.013958,-0.012754
"292.1482 / 1.79",0.0048719,-0.021349
"292.1492 / 7.69  M2H2",-0.0087942,-0.014646
"292.1772 / 7.07",-0.010117,-0.017123
"292.1921 / 14.79  MH",0.011143,0.001538
"293.0752 / 4.10",0.0069937,-0.01088
"293.0754 / 5.58",0.0093798,-0.013247
"293.1138 / 9.55  MCH3OHH",-0.01053,-0.015008
"293.1140 / 2.70  MCH3OHH",-0.010585,-0.015958
"293.1202 / 8.31",-0.0017649,-0.013002
"293.1289 / 19.97",0.0049447,0.016181
"293.1291 / 21.32",0.00042225,0.011478
"293.1293 / 20.54",0.0023643,0.012902
"293.1713 / 19.72",0.0095764,0.0028797
"293.1900 / 9.95  M2H2",-0.01277,-0.010441
"293.1938 / 12.40  M2H2",-0.0030874,0.0041477
"293.2023 / 23.38",-0.00012066,0.011885
"293.6539 / 4.80",-0.0040012,-0.010079
"294.0090 / 21.56",-0.0093963,5.2119e-05
"294.0551 / 17.79",0.011333,-0.0023591
"294.1006 / 1.87  MCH3OHH",0.011662,-0.014067
"294.1454 / 3.31  MNH4",-0.00053271,-0.020041
"294.1548 / 2.15  MH",0.011611,-0.013979
"294.1817 / 1.67",-0.0090685,-0.016122
"294.6717 / 3.63",-0.010645,-0.012628
"295.0475 / 5.74  MNa",-0.0047408,-0.010957
"295.1089 / 20.09",0.0012794,0.014801
"295.1229 / 21.19",0.0072726,2.9322e-05
"295.1285 / 3.97",-0.013509,-0.013057
"295.1291 / 6.69",0.0060594,-0.018685
"295.1300 / 3.02  MNH4",-0.011752,-0.013507
"295.1440 / 21.19",0.0034681,0.012207
"295.1469 / 7.95  MH",-0.006527,-0.014959
"295.1581 / 2.09  MH",0.010857,-0.016157
"295.1658 / 7.60",-0.010102,-0.0088893
"295.1664 / 7.10  MCH3OHH",-0.0096366,-0.014173
"295.1669 / 5.16  MNH4",-0.015008,-0.013743
"295.1669 / 5.71",-0.014319,-0.011826
"295.1827 / 21.84",0.0019318,0.010315
"295.1874 / 23.92",0.0014895,0.0045017
"295.2178 / 23.28",-0.0016582,0.0084991
"295.2270 / 21.94",-0.0031651,0.0035326
"295.2558 / 24.21",0.00013393,0.0057608
"296.0073 / 21.56",-0.006003,-0.0015288
"296.0705 / 19.52  MH",0.0051691,0.0064439
"296.1247 / 2.25",-0.0050897,-0.018825
"296.1693 / 5.78",-0.011437,-0.014585
"296.2139 / 11.02",0.0037432,-0.0089998
"296.2207 / 22.59",0.0084105,0.0012219
"296.2572 / 20.60  MNa",-0.00021705,-0.0022233
"296.6526 / 1.00",-0.0090077,-0.017887
"297.0068 / 6.70",0.0089477,-0.010259
"297.0757 / 3.03",0.0032392,-0.0082676
"297.0818 / 22.48",-0.0028609,0.00081854
"297.0819 / 7.56",-0.0029002,-0.0083893
"297.0821 / 19.68",-0.0036819,-0.0081182
"297.0823 / 12.86",-0.00020599,-0.0088795
"297.0824 / 12.23",-0.0054699,-0.0047887
"297.0825 / 9.83",0.0010997,0.00041858
"297.0828 / 15.38",-0.0025124,-0.0058434
"297.0828 / 8.80",-0.00054602,-0.0041117
"297.0829 / 18.79",-0.0011802,-0.0061549
"297.0829 / 21.49",0.00092195,-0.0060077
"297.0829 / 4.03",-0.0035993,-0.0022943
"297.0830 / 13.57",-0.0010078,-0.0069134
"297.0831 / 5.42",-0.0024823,-0.0013065
"297.0832 / 0.83",-0.0035814,0.0031601
"297.0832 / 14.44",0.0026992,-0.011419
"297.0833 / 17.56",0.0045017,-0.0026234
"297.0833 / 4.64",0.0015104,-0.0032505
"297.0834 / 28.48",-0.0040072,0.0026388
"297.0834 / 8.08",0.00077481,-0.011103
"297.0836 / 2.13  MK",0.0028552,-0.0012324
"297.0837 / 11.53",0.0048374,-0.0037915
"297.0839 / 20.61",-0.0019355,0.0018054
"297.0840 / 0.04",-0.0033233,-0.0064094
"297.0840 / 16.36",0.00059371,-0.00051158
"297.0845 / 29.21",0.002409,-0.0028518
"297.1061 / 1.99",-0.0068741,-0.0060623
"297.1084 / 3.05",-0.0090257,-0.013372
"297.1276 / 8.79  MH",-0.012418,-0.014385
"297.1382 / 22.62",0.011635,-0.0045505
"297.1945 / 13.72  MNa",0.013833,-0.0071648
"297.2036 / 22.79",0.0068382,-0.0019306
"297.2323 / 23.48",-0.0006797,0.0090092
"297.2716 / 24.53",0.00037079,0.0066905
"298.0229 / 16.02",-0.0018434,0.0018797
"298.0699 / 19.49",-0.0053972,-0.0062933
"298.0762 / 0.56",-0.0027195,0.0014368
"298.0812 / 10.29",-0.002665,-0.0048073
"298.0815 / 8.25",-0.0031537,-0.0092888
"298.0816 / 14.47",0.0061253,-0.012455
"298.0826 / 7.12",0.0034536,-0.011873
"298.0827 / 13.80",0.0039011,0.0035192
"298.0832 / 2.32",-0.0010873,-0.0089681
"298.0832 / 29.34",0.0016607,0.010053
"298.0832 / 6.29",0.00027157,0.00092335
"298.0832 / 8.86",0.00072971,0.0001921
"298.0833 / 9.69",-0.00036212,-0.0093
"298.0834 / 12.56",-0.0070076,-0.0040128
"298.0834 / 7.66",0.004216,-0.011458
"298.0835 / 4.73",-0.0058865,-0.0062896
"298.0840 / 15.75",-0.0013795,0.0016923
"298.0843 / 11.51",-0.0071635,-0.011296
"298.0959 / 14.95",0.010741,-0.0078608
"298.1385 / 4.02",-0.0024193,-0.019206
"298.3477 / 22.46",0.0038295,0.0010095
"298.3480 / 21.95",-0.0047279,0.0049204
"298.9968 / 2.59",0.0084065,-0.0052453
"299.0721 / 31.76",-0.0017741,0.0048913
"299.0726 / 7.09",0.0011375,-0.0071051
"299.0731 / 1.86",-0.0084741,-0.003709
"299.0772 / 0.82",0.0020633,-0.00089085
"299.0788 / 2.52",0.0058665,0.0033647
"299.0791 / 4.14",0.0018744,-0.0026641
"299.0797 / 5.24  MNH4",6.9352e-05,-0.0070378
"299.0798 / 8.97  MNH4",-0.0032295,-0.0096613
"299.0994 / 14.04",-0.012405,-0.014183
"299.1026 / 20.39",-0.0033495,0.0073682
"299.1182 / 22.42",-0.0016917,0.0055641
"299.1372 / 19.13",-0.0085191,-0.0049395
"299.1534 / 23.07",0.0047753,0.0096333
"299.1549 / 22.28",-0.0034689,-0.0024461
"299.1634 / 21.61  MNa",0.0074494,-0.0012354
"299.1963 / 23.59",-0.0014837,-0.010812
"299.2199 / 7.21",-0.010721,-0.018602
"299.2201 / 5.64",-0.004578,-0.0099136
"299.2884 / 25.01",0.0002174,0.0050421
"299.2957 / 24.07  MCH3OHH",-0.011705,-0.0045901
"299.3500 / 22.16",-0.0048455,0.0056422
"300.1009 / 13.90  MH",-0.0043563,-0.010473
"300.1079 / 6.34",0.016687,-0.0014213
"300.1193 / 2.97  MH",0.0066281,-0.0049697
"300.1545 / 3.76",-0.013804,-0.014919
"300.1555 / 8.90  MH",-0.014375,-0.014125
"300.1569 / 1.93",-0.0033703,-0.015056
"300.1917 / 3.76",-0.011919,-0.014965
"300.1919 / 4.71  MH",-0.011198,-0.014921
"300.2011 / 14.74",-0.0051018,0.0048769
"300.2172 / 17.92",0.0042798,-0.01551
"300.2294 / 23.34",0.011487,-0.0080582
"300.2904 / 23.59",0.0096382,-0.0031135
"300.7019 / 14.70",-0.0054233,0.0078937
"301.0757 / 21.82  MK",0.0071056,0.011118
"301.1203 / 20.50",-0.0071226,-0.0094912
"301.1341 / 19.90",0.0012431,0.0013345
"301.1342 / 27.54",-0.0070632,0.0014785
"301.1343 / 29.09",0.0051814,0.0077997
"301.1402 / 20.49",0.00032053,0.0057483
"301.1410 / 21.23",0.00013451,0.0020184
"301.1410 / 23.89",-0.0024142,0.003239
"301.1410 / 6.66",0.00098115,-0.008724
"301.1411 / 3.32",0.0064224,-0.011777
"301.1412 / 8.16",0.007748,-0.015815
"301.1413 / 14.10",0.0022764,-0.0070869
"301.1414 / 10.28",-0.0032908,-0.017089
"301.1414 / 25.31",-0.0042905,-0.0058098
"301.1415 / 15.10",0.0025117,-0.0071193
"301.1415 / 26.76",-0.0035642,0.0012532
"301.1416 / 0.66",-0.0083553,0.0017368
"301.1416 / 7.64",0.0070954,-0.0069517
"301.1417 / 16.85",-0.0078114,0.0012693
"301.1418 / 22.73",-0.0086245,-0.0046187
"301.1418 / 5.32",-0.0036812,-0.004957
"301.1418 / 9.43",-0.00064169,-0.0078656
"301.1419 / 1.17",0.0065143,-0.0041323
"301.1419 / 18.90",0.0018913,-0.003665
"301.1419 / 26.20",-0.0051076,0.0037773
"301.1419 / 4.50",0.0013621,-0.011178
"301.1420 / 2.15",-0.0027053,-0.0049772
"301.1422 / 28.55",-0.0018589,-0.0010572
"301.1423 / 24.72",0.0038029,0.0058884
"301.1423 / 31.94",-0.0017575,0.012338
"301.1448 / 13.01",-0.0026338,-0.017937
"301.1451 / 12.09",-0.0030465,-0.014005
"301.1513 / 11.13  MH",-0.0017811,-0.010445
"301.1775 / 22.25  MH",0.0099332,-0.0049206
"301.1878 / 8.23  M2H2",-0.011056,-0.014655
"301.1895 / 2.73  M3H3",-0.0030715,-0.019237
"301.2047 / 23.92",-1.0014e-05,0.0078799
"301.2089 / 23.22",0.000794,0.0056339
"301.2177 / 22.65",-0.00016108,-0.015409
"302.0556 / 8.25  2MNH4",0.015441,0.0050593
"302.1107 / 2.99",-0.0090217,-0.016213
"302.1203 / 1.62  MNa",0.013592,-0.0067447
"302.1353 / 3.57",-0.0092029,-0.014798
"302.1382 / 11.28",-0.0057039,-0.0080912
"302.1445 / 2.64",-0.000547,-0.012987
"302.1461 / 22.76",-0.0086045,-0.0051884
"302.1499 / 11.77",-0.0026139,-0.017553
"302.1580 / 9.20",-0.0071802,-0.013574
"302.1601 / 3.87",0.0046633,-0.016048
"302.1713 / 2.55",-0.0045655,-0.017622
"302.1723 / 3.06",-0.0093526,-0.011641
"302.1956 / 13.45",-0.010732,-0.011712
"302.1961 / 6.62",-0.0060889,-0.016242
"302.1964 / 9.41",-0.0024778,0.0055687
"302.1966 / 4.03",-0.0088619,-0.0025835
"302.1973 / 5.81  MH",-0.0037032,0.0024312
"302.1973 / 8.83",-0.003637,0.0044534
"302.2074 / 5.06",-0.0096838,-0.019211
"302.2077 / 8.14",-0.010877,-0.016531
"302.2079 / 10.32",-0.007895,-0.018772
"302.2079 / 6.78",-0.0089828,-0.015851
"302.2085 / 11.41  MH",-0.0082829,-0.01667
"302.2167 / 23.89",0.0081588,0.0023249
"302.2468 / 23.59",0.0072726,0.0011602
"302.3069 / 21.17  MH",-0.0047047,0.0033006
"302.6870 / 4.99",-0.012689,-0.016112
"303.0878 / 14.66",0.0099945,0.004295
"303.0954 / 7.15  MH",-0.0030506,-0.0031991
"303.1443 / 8.09  MH",-0.012535,-0.010522
"303.1463 / 1.83",-0.011214,-0.018123
"303.1495 / 21.41",-0.0031412,0.0089493
"303.1555 / 22.62  MNa",0.013232,-0.0041792
"303.1950 / 22.58",0.0031414,-0.0045017
"303.2003 / 6.07",0.00029398,0.0069382
"303.2142 / 1.04",-0.01348,-0.014789
"303.2341 / 22.93",-0.0090007,-0.0066541
"303.3092 / 21.17",-0.0043595,0.0036805
"304.0666 / 2.52",0.0098944,-0.018135
"304.1505 / 2.29",-0.0039338,-0.022301
"304.1514 / 3.69",-0.00062102,-0.014587
"304.1664 / 8.08",-0.013748,-0.011523
"304.1753 / 6.45",0.007102,-0.0033208
"304.1849 / 2.60  MCH3OHH",-0.0086645,-0.018006
"304.1880 / 3.37",-0.011268,-0.016957
"304.2010 / 8.43",-0.011954,-0.012637
"304.2125 / 12.70",0.0019841,-0.019779
"304.2373 / 7.17",0.001959,-0.0028022
"304.2627 / 23.81  MNa",-0.0020145,0.0081867
"304.3011 / 21.29",0.0057539,-0.00020197
"305.0833 / 1.84",0.011739,-0.0026622
"305.0865 / 6.79",0.0076709,-0.0061249
"305.0905 / 2.84  MK",0.0049472,-0.014778
"305.1064 / 22.10  MH",-0.0046616,-0.0051406
"305.1167 / 16.16",-0.009848,-0.011435
"305.1175 / 13.11",-0.0095542,-0.016208
"305.1574 / 12.46",-0.0037366,0.004748
"305.1675 / 8.76  MH",-0.012749,-0.01485
"305.1822 / 3.56",-0.011707,-0.015829
"305.2496 / 23.13",-0.0061672,-0.0060455
"305.2497 / 23.64",-0.0075339,-0.01545
"305.3015 / 21.30",0.0060641,0.0024166
"306.0821 / 4.26  MNa",-0.0032724,-0.0049214
"306.1465 / 5.16  MH",-0.014501,-0.014049
"306.1470 / 3.76  MH",-0.013309,-0.01429
"306.1487 / 2.54",-0.0028761,-0.01758
"306.1665 / 1.83",-0.00041178,-0.023354
"306.1666 / 2.35",-0.0084323,-0.017711
"306.1680 / 8.76  MNa",-0.0054078,-0.0086002
"307.0119 / 1.12",0.0084463,-0.016782
"307.0443 / 4.02",0.0035717,-0.0025247
"307.0636 / 5.30",-0.0023867,-0.021433
"307.0790 / 10.28  MH",0.0065288,-0.0057358
"307.1294 / 4.91",0.012045,-0.010996
"307.1421 / 15.26  MNa",-0.0029447,-0.00057475
"307.1515 / 3.66",-0.012409,-0.017551
"308.0852 / 7.60  MK",0.0083343,-0.016764
"308.1446 / 15.23",0.00059334,-0.0007499
"308.1704 / 4.98",-0.0057844,-0.018018
"308.1835 / 15.22  MNa",-0.00058083,-0.0044503
"308.1864 / 18.12",0.01108,-0.0021489
"308.6881 / 9.44",-0.010439,-0.017831
"309.0474 / 1.85",-0.012445,0.014972
"309.0827 / 10.59  MNa",0.0071006,-0.012018
"309.1178 / 6.26",-0.011798,-0.017397
"309.1234 / 20.16",0.00029865,0.010351
"309.1301 / 0.47",0.0056801,-0.00071671
"309.1784 / 1.64  2MNa",0.008913,-0.017105
"309.2043 / 23.02",-0.0024528,0.00065818
"310.1270 / 21.11",0.00081502,0.0024371
"310.1300 / 3.21  MCH3OHH",0.011167,-0.010075
"310.1383 / 2.44",-0.0028046,-0.020018
"310.1585 / 2.71  M",-0.0044939,-0.020676
"310.1631 / 17.70",0.001393,-0.0049204
"310.1764 / 1.48",-0.0037898,-0.022375
"310.2019 / 18.49  MH",0.0030918,-0.0072622
"310.2022 / 17.69",0.0025158,-0.0064272
"310.2285 / 22.57",-0.0043209,0.0066116
"310.3117 / 24.18  MH",0.0082985,0.00039763
"311.1247 / 2.67",-0.01156,-0.012946
"311.1677 / 2.68  MH",-0.010126,-0.01653
"311.1775 / 21.74  MCH3OHH",0.0016004,0.0096056
"311.1836 / 10.75",-0.0042466,-0.0066864
"311.1858 / 12.32  M2H2",-0.01351,-0.015012
"311.2047 / 17.76",0.0013059,-0.0054714
"311.2097 / 16.22  MNa",0.0019509,0.0057003
"312.0198 / 21.27",-0.0091419,0.00090239
"312.1306 / 10.24",0.0080811,-0.017935
"312.1535 / 2.73  MH",-0.010544,-0.016097
"312.1736 / 7.99",-0.0076947,-0.012225
"312.1747 / 6.87",-0.0073432,-0.016533
"312.2516 / 20.88  MNa",0.0036284,0.012018
"313.0683 / 13.51  MNa",0.0045733,0.01338
"313.0857 / 12.82  MH",-0.0072363,-0.0089575
"313.1040 / 21.56",0.0048338,0.011326
"313.1228 / 4.39",-0.004956,-0.022404
"313.1564 / 12.98",-0.0093206,-0.015768
"313.1627 / 21.01  MH",0.0093211,-0.0011589
"313.1913 / 21.58",0.0036745,0.011684
"313.2153 / 20.94",-0.0004537,-0.010752
"313.2358 / 23.04  MH",0.0072116,0.0039049
"313.2749 / 23.66  MH",-0.0064494,-0.0042472
"314.0175 / 21.27",-0.0045261,0.00054972
"314.0841 / 1.84",0.012703,-0.012687
"314.1602 / 5.92",0.0020835,-0.005755
"314.1605 / 7.57",-0.0014494,-0.015562
"314.1709 / 18.85",-0.0094181,-0.015851
"314.1716 / 11.98  MH",-0.014869,-0.011676
"314.1719 / 3.76  MH",-0.010813,-0.018228
"314.1737 / 14.79  MNa",0.0067622,-0.006883
"314.2331 / 20.01  MH",0.0040148,-0.010976
"314.2759 / 23.70",-0.0065388,-0.0032164
"315.0930 / 6.40",0.0011721,-0.0096718
"315.1205 / 22.10",0.0056553,0.011081
"315.1344 / 20.97",0.0033337,0.0049244
"315.1456 / 5.22",-0.007876,-0.014353
"315.1495 / 22.92",-0.0053719,0.0072962
"315.1665 / 1.83",-0.011049,-0.01494
"315.1699 / 20.90",0.0019161,0.010121
"315.1746 / 11.94",-0.013629,-0.013677
"315.1897 / 22.92",0.0023343,-0.0077976
"315.6834 / 7.70",-0.0098105,-0.017302
"316.0968 / 4.81  MK",-0.0072124,-0.015995
"316.1003 / 2.38",-0.003669,-0.01669
"316.1294 / 6.10",-0.012764,-0.01422
"316.1296 / 15.15",-0.012515,-0.013946
"316.1365 / 2.09  MNa",0.010708,-0.015824
"316.1465 / 7.52",-0.011548,-0.016693
"316.1653 / 7.72",-0.0055782,-0.017102
"316.1752 / 8.51",0.0039415,-0.01718
"316.1761 / 7.76",-0.0049962,-0.016798
"316.1763 / 15.93",-0.0048893,-0.0036914
"316.1863 / 4.42",-0.011984,-0.015275
"316.1869 / 3.66",-0.012943,-0.011985
"316.2097 / 8.95  MNH4",-0.0085332,0.0033138
"316.2129 / 10.53  MH",-0.0043885,0.0063681
"316.2217 / 7.90",-0.011341,-0.016182
"316.2489 / 20.53  MH",0.0023484,-0.011527
"316.9843 / 1.06  2MH",-0.011772,0.012143
"317.1473 / 5.71",-0.013617,-0.014013
"317.1647 / 21.61  MH",0.0042833,0.0055757
"317.1648 / 13.49",-0.0034248,-0.010592
"317.1819 / 2.09",-0.0087666,-0.017289
"317.1830 / 3.11  MNH4",-0.0099199,-0.016203
"317.1856 / 19.81",0.0049806,0.013823
"317.1918 / 21.94",-0.0048638,-0.010749
"317.2130 / 21.40",-0.00489,-0.01213
"317.2380 / 24.21",-0.006583,0.0049739
"318.0520 / 19.52  MNa",0.0054247,0.00327
"318.1661 / 3.27",-0.0054508,-0.017065
"318.1662 / 2.35",-0.0050624,-0.020238
"318.1673 / 3.82",-0.012985,-0.014185
"318.1776 / 7.99  M3H3",0.0011537,-0.012513
"318.1819 / 13.01",-0.012879,-0.013229
"318.1826 / 11.87",-0.013192,-0.01482
"318.1916 / 10.94",0.00049917,-0.020862
"318.2026 / 6.69",-0.014116,-0.015533
"318.2032 / 6.13",-0.01345,-0.016839
"318.3001 / 21.46",0.0031561,0.0091159
"318.3003 / 20.70  MH",-0.0035197,-0.0014896
"319.1087 / 8.81  MNa",-0.015141,-0.0059756
"319.1413 / 4.61  MNH4",-0.013099,-0.014464
"319.1415 / 3.72",-0.012325,-0.0089622
"319.1727 / 15.01",-0.00022621,0.0060999
"319.1835 / 12.09",-0.013555,-0.015762
"319.1946 / 10.97",-0.0033998,-0.017252
"319.2269 / 22.96",-0.0049533,-0.0082487
"319.6862 / 11.77",-0.009324,-0.0070814
"320.0966 / 7.24",0.007553,-0.015273
"320.1233 / 7.05  MNH4",-0.0019138,-0.021579
"320.1641 / 8.99",-0.0080807,-0.016731
"320.1715 / 8.12  MNH4",-0.012788,-0.012504
"320.1718 / 7.10",-0.011409,-0.018682
"320.1819 / 2.26",-0.01128,-0.015708
"320.6940 / 8.62  M2H2",-0.006576,-0.014497
"320.9910 / 1.80",0.0064029,-0.0031842
"321.0596 / 6.82",0.0093955,-0.0042382
"321.1014 / 20.44  MH",-0.0034318,-0.0087203
"321.1317 / 16.07",-0.0010511,0.010478
"321.1317 / 18.61",-0.0031548,0.0089473
"321.1318 / 16.60",-0.0042147,0.0095851
"321.1322 / 17.12",-0.0042821,0.0078968
"321.1441 / 24.23",-0.0034613,-0.0072154
"321.1642 / 5.00",-0.011635,-0.016059
"321.2323 / 23.44",0.0017301,0.0046739
"321.3155 / 24.57  MH",0.0063983,-0.0043785
"322.0768 / 2.52  MH",0.0097731,-0.016798
"322.0822 / 13.90  MNa",-0.005993,-0.0083818
"322.1009 / 2.97  MNa",0.0097256,-0.011194
"322.1348 / 16.04",0.0021193,0.010234
"322.1375 / 8.90  MNa",-0.0093731,-0.016507
"322.1384 / 2.58  MNa",-0.0043427,-0.018165
"322.1494 / 1.87  2MNH4",0.0069689,-0.019613
"322.1769 / 9.70",-0.013015,-0.0166
"322.1875 / 1.83",-0.0093311,-0.015674
"322.1877 / 10.04",-0.014065,-0.015758
"322.2717 / 23.61",0.0099826,-0.0009265
"322.6763 / 5.03  M2H2",-0.0074326,-0.015598
"322.9880 / 27.83",-0.0023224,0.0024982
"322.9903 / 1.11",-0.0070531,-0.0071916
"323.1157 / 22.50",-0.010816,0.0076088
"323.1211 / 10.24",-0.0055796,-0.016939
"323.1339 / 11.39  MNa",-0.011875,-0.0099832
"323.1344 / 10.15",-0.010211,-0.016111
"323.1464 / 21.85  MCH3OHH",0.0052786,-0.0010014
"323.1602 / 22.25  MNa",0.010237,-0.0066761
"323.1721 / 3.76  MNH4",-0.013846,-0.015355
"323.1757 / 2.57  M2H2",-0.002929,-0.019391
"323.1831 / 8.65",-0.010423,-0.019032
"323.2478 / 23.54  MH",0.0029564,0.0048524
"323.6937 / 10.55  M2H2",-0.011982,-0.010251
"324.0593 / 7.59",0.011606,-0.00464
"324.1583 / 20.97",-0.0092732,-0.0059073
"324.1785 / 5.81  MNa",-0.0019356,0.0026714
"324.1892 / 11.44  MNa",-0.011822,-0.016837
"324.2042 / 7.93",-0.0066597,-0.014218
"324.2882 / 21.20  MNa",-0.0034279,0.0056398
"325.0344 / 2.49",0.0061415,-0.012915
"325.0890 / 5.12",0.010995,-0.0091827
"325.2159 / 23.43",0.002726,0.0012073
"325.2234 / 3.61",-0.0088899,-0.015497
"325.2356 / 23.27",-0.0020729,-0.001635
"325.6888 / 10.28",-0.011289,-0.013069
"326.0873 / 5.40",0.0069545,0.0015954
"326.1237 / 2.29",0.01277,-0.013279
"326.1562 / 21.87",0.0040812,0.010397
"326.3762 / 21.81",-0.0022192,-0.00093614
"326.6781 / 12.94  M2H2",-0.011251,-0.013195
"327.0681 / 4.00",-0.0037058,0.0028838
"327.0711 / 2.96",0.003752,-0.012372
"327.0874 / 22.10  MNa",-0.0050051,-0.0053012
"327.1446 / 23.06",-0.0024687,0.008396
"327.1624 / 4.79",-0.0074729,-0.014448
"327.1778 / 23.51",0.010773,0.010781
"327.2043 / 18.20",-0.0081104,-0.011822
"327.2106 / 14.65",-0.0046552,-0.0028985
"327.2140 / 7.21",-0.0097334,-0.018542
"327.2143 / 15.59",-0.013298,-0.015993
"327.2147 / 8.50",-0.011193,-0.01681
"327.2148 / 5.64",-0.0068001,-0.012617
"327.2316 / 23.64  MH",-0.001717,-0.0032152
"327.2344 / 23.00",-0.0058158,-0.00084324
"327.2509 / 23.27",-0.0018739,-0.0067099
"328.1031 / 5.72",-0.0079213,-0.0047413
"328.1394 / 3.19",0.011252,-0.0063639
"328.2235 / 10.86",-0.013756,-0.011958
"328.2237 / 9.83",-0.016209,-0.0077103
"328.9265 / 1.29",0.012795,-0.012898
"329.0039 / 23.15",0.00376,0.011306
"329.0066 / 22.61",0.00064733,0.013212
"329.0067 / 24.46",-0.0011031,-0.0029103
"329.0070 / 26.89",0.0019817,-0.0076377
"329.0072 / 26.03",0.00041217,-0.0012818
"329.0075 / 1.18",0.0080112,-0.013819
"329.0075 / 25.34",0.0030499,0.0037985
"329.0080 / 27.65",0.0011757,0.0021193
"329.0600 / 10.31  MNa",0.0041667,-0.00018321
"329.1436 / 3.26",0.009294,-0.019781
"329.1504 / 9.50",-0.0097058,-0.01549
"329.1509 / 8.82",-0.011179,-0.015326
"329.1649 / 23.12",-0.0025249,0.006152
