"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5"
"422.2343 / 14.36  M2H2",1.464,1.2588,1.2419,1.2394,1.2391
"422.2431 / 11.59",1.4883,1.1769,1.1724,1.1708,1.1703
"422.2507 / 12.64",2.2899,1.8428,1.8163,1.8101,1.8094
"422.5212 / 8.81  M3H3",1.5394,1.2133,1.2026,1.2053,1.205
"422.5888 / 12.88  M3H3",1.4253,1.1492,1.1389,1.1346,1.1342
"422.7360 / 14.69  M2H2",1.7716,1.4218,1.4119,1.4067,1.4061
"423.0061 / 2.12",0.60959,1.076,1.061,1.0635,1.0649
"423.0638 / 1.49",0.13039,0.10681,0.10516,0.11281,0.11319
"423.1767 / 18.93",0.21957,0.69108,0.68019,0.69632,0.69756
"423.1865 / 8.82",1.4181,1.1212,1.1037,1.1037,1.1033
"423.1880 / 22.38",0.1564,0.23495,0.24641,0.25342,0.25335
"423.1893 / 5.87",1.4325,1.2758,1.2569,1.2562,1.2557
"423.1991 / 22.36  MNH4",0.20505,0.3169,0.33437,0.3368,0.3367
"423.1999 / 4.98",0.743,0.74384,0.77815,0.7772,0.77689
"423.2209 / 8.50  MNa",1.4131,1.2071,1.2057,1.2011,1.2006
"423.2210 / 9.56  2MNa",1.6065,1.2905,1.2821,1.2775,1.2772
"423.2236 / 10.54",2.1528,1.7023,1.6769,1.6714,1.6707
"423.2236 / 2.15",1.949,1.547,1.5267,1.521,1.5205
"423.2304 / 15.02",1.9294,1.5204,1.5033,1.4991,1.4986
"423.2345 / 6.92",1.5847,1.2933,1.2826,1.2778,1.2773
"423.2346 / 11.07  MNH4",1.6332,1.3106,1.2899,1.2863,1.2859
"423.2470 / 10.04  MNH4",1.3669,1.1337,1.1167,1.118,1.1179
"423.2976 / 24.34  MCH3OHH",0.017631,0.048727,0.053639,0.053886,0.053868
"423.3091 / 24.33  MCH3OHH",0.013797,0.029261,0.028798,0.02893,0.028921
"423.5944 / 15.21  M3H3",1.8158,1.4461,1.4342,1.4317,1.4313
"423.6887 / 12.26",1.1712,1.1267,1.1256,1.1231,1.1228
"423.7198 / 2.73",1.7626,1.3929,1.3734,1.3682,1.3678
"424.0794 / 19.91",0.20807,0.24301,0.4116,0.41021,0.41109
"424.1713 / 6.79  MH",1.5085,1.269,1.2568,1.2578,1.2574
"424.1805 / 1.86  MNa",1.1621,1.2063,1.1883,1.1838,1.1833
"424.1807 / 2.72  M3H3",0.23647,1.298,1.2805,1.2756,1.2762
"424.2029 / 22.38",0.46782,0.64268,0.66487,0.66386,0.66361
"424.2092 / 10.74  MCH3OHH",1.427,1.1478,1.1455,1.1431,1.1426
"424.2153 / 6.84",1.4054,1.1223,1.1778,1.1736,1.1732
"424.2201 / 9.60  M2H2",1.8653,1.472,1.452,1.4516,1.451
"424.2663 / 18.47",1.2371,0.97531,1.0177,1.0247,1.0243
"424.2839 / 24.23",0.07389,0.13416,0.15622,0.15566,0.15559
"424.3060 / 8.83",0.13449,0.63093,0.63451,0.64465,0.64441
"424.6924 / 16.85",1.1017,1.0541,1.0602,1.0563,1.056
"424.7012 / 9.61",1.9291,1.5226,1.5139,1.5081,1.5077
"424.7166 / 18.31",1.3527,1.0764,1.0815,1.0774,1.0772
"424.9020 / 10.71  M3H3",0.49596,0.55484,0.57907,0.57796,0.57886
"424.9055 / 11.71  M3H3",0.38677,0.30477,0.30414,0.3063,0.30647
"425.1440 / 21.35",0.0073965,0.15828,0.15619,0.17247,0.17279
"425.1574 / 21.49",0.027759,0.18318,0.19056,0.19563,0.19572
"425.1784 / 3.70",1.5542,1.2588,1.2492,1.2447,1.2443
"425.1834 / 21.56",0.05734,0.17439,0.17696,0.17753,0.17745
"425.1851 / 12.20",1.5572,1.303,1.2965,1.2917,1.2912
"425.2111 / 3.99  M2H2",1.3939,1.1502,1.1325,1.1288,1.1293
"425.2343 / 9.42  M2H2",1.4148,1.2259,1.216,1.2114,1.2118
"425.2477 / 3.46  MNH4",1.4705,1.2052,1.1913,1.1869,1.1864
"425.2752 / 23.57",0.015112,0.052381,0.058455,0.061014,0.06099
"425.2867 / 23.56  M",0.021727,0.041422,0.041004,0.041086,0.041071
"425.7199 / 11.06  M2",1.3378,1.1318,1.1154,1.1201,1.1199
"425.7200 / 11.64  MHNH42",1.2461,1.0718,1.0549,1.0529,1.0526
"425.7202 / 12.35  M2H2",1.1117,0.91438,0.90008,0.91609,0.91767
"425.7245 / 12.95",1.5662,1.2567,1.2367,1.2338,1.2333
"425.7307 / 9.57  M4H4",1.3687,1.2536,1.2484,1.2439,1.2435
"425.7343 / 19.23",1.211,0.96091,0.94653,0.94526,0.9456
"425.8768 / 3.08  M3H3",1.4677,1.2139,1.2069,1.2099,1.2101
"425.8972 / 14.01  M3H3",1.9339,1.5283,1.5156,1.51,1.5094
"426.1483 / 14.40",1.3031,1.0655,1.0549,1.0517,1.0513
"426.1709 / 9.89",1.0808,1.0657,1.0694,1.067,1.0674
"426.2070 / 13.99",1.802,1.4217,1.3994,1.3942,1.3936
"426.2096 / 6.68",1.1053,0.87123,0.96055,0.9884,0.98898
"426.2340 / 16.72",0.94571,0.80208,0.83925,0.84023,0.83988
"426.3583 / 22.51",0.83461,0.82759,0.8362,0.83741,0.83719
"426.7522 / 11.63",0.97758,0.84664,0.85973,0.86153,0.8618
"426.9762 / 22.89",0.71591,0.64163,0.82735,0.83712,0.8414
"426.9767 / 23.61",0.036492,0.041319,0.062951,0.067785,0.06794
"426.9771 / 27.86",0.021151,0.069622,0.072906,0.072818,0.072788
"426.9864 / 19.84",0.13842,0.31417,0.31092,0.33552,0.33575
"426.9865 / 24.18",0.014675,0.033847,0.069534,0.06927,0.069244
"426.9867 / 21.46",0.5656,0.63191,0.73766,0.74798,0.74829
"426.9870 / 23.57",1.0173,1.155,1.1972,1.1933,1.1929
"426.9872 / 22.53",0.03502,0.35428,0.61526,0.63791,0.63813
"426.9873 / 1.20",0.445,0.8672,0.85641,0.85332,0.85316
"426.9875 / 20.53",0.826,1.077,1.0802,1.096,1.0975
"426.9876 / 25.86",0.0037449,0.0092889,0.009945,0.01078,0.010785
"426.9882 / 27.87",0.011016,0.023083,0.024151,0.025344,0.025392
"427.1066 / 3.93",0.053506,0.77808,0.76696,0.76509,0.76478
"427.2087 / 7.59",1.1833,1.0761,1.0783,1.0786,1.0781
"427.2189 / 15.17  MH",1.9448,1.5325,1.5149,1.5114,1.5109
"427.2202 / 10.27",1.6207,1.2843,1.265,1.2626,1.2621
"427.2257 / 3.06",0.22991,2.0781,2.0901,2.0821,2.0827
"427.2552 / 20.11",1.319,1.0467,1.0647,1.067,1.0668
"427.2661 / 22.04",1.0159,0.82055,0.82868,0.82574,0.82628
"427.3035 / 23.60  MCH3OHH",0.015781,0.04196,0.06974,0.069513,0.069549
"427.4488 / 7.60",0.34492,0.37633,0.37035,0.39671,0.39827
"427.7000 / 7.73",1.0652,0.98192,0.96797,0.96964,0.96988
"427.7117 / 12.22",1.0935,0.86455,0.88917,0.89096,0.89067
"427.7265 / 3.03",0.92206,0.97857,0.97778,0.97475,0.97669
"428.0587 / 14.12",0.69289,1.2253,1.3035,1.299,1.2986
"428.0690 / 14.06",0.52278,1.2301,1.2837,1.2798,1.2795
"428.1468 / 16.27  MNa",1.6083,1.2827,1.2763,1.2773,1.2768
"428.1494 / 8.98",0.73688,0.99763,1.0085,1.0056,1.0071
"428.2163 / 17.19",0.95338,0.96588,0.95121,0.94761,0.9496
"428.2236 / 11.77",1.3927,1.0976,1.0825,1.0784,1.078
"428.2319 / 20.82",0.090928,0.12289,0.12094,0.12171,0.12329
"428.2370 / 16.01",1.1664,0.91938,0.90627,0.9295,0.92925
"428.2504 / 6.59",1.8177,1.4502,1.4305,1.4272,1.4266
"428.4894 / 11.87",0.28777,0.29606,0.29284,0.29296,0.29323
"428.5438 / 10.33",1.3709,1.0825,1.0952,1.1051,1.1053
"428.5722 / 15.98",1.0447,0.83923,0.88047,0.88801,0.88799
"428.7079 / 15.05",1.9797,1.56,1.5452,1.5397,1.5391
"428.7371 / 11.15",1.6253,1.2895,1.2773,1.2724,1.2719
"428.9002 / 9.43  M3H3",1.3497,1.0922,1.084,1.0908,1.0903
"428.9070 / 13.11  M3H3",1.6725,1.3188,1.2979,1.3082,1.308
"429.1707 / 16.24",0.16192,0.14688,0.14487,0.14434,0.14455
"429.1723 / 19.79",0.13035,1.0913,1.0828,1.0791,1.0787
"429.2134 / 20.12",0.77823,0.68576,0.67709,0.68576,0.68662
"429.2345 / 7.91",1.4988,1.3072,1.3317,1.3267,1.3281
"429.2394 / 6.82  MHNH42",2.4083,2.0359,2.0035,1.9959,1.995
"429.2409 / 23.67",0.055303,0.098632,0.10317,0.10341,0.10337
"429.2527 / 23.69",0.024245,0.023114,0.027243,0.027295,0.027284
"429.2712 / 12.54  MH",2.1688,1.8954,1.8814,1.8759,1.8752
"429.2712 / 15.30",2.0546,1.6261,1.6004,1.5943,1.5937
"429.3179 / 23.58",0.0060092,0.018189,0.018715,0.019264,0.019366
"429.5534 / 13.96  M3H3",1.0464,0.82486,0.82297,0.82627,0.82686
"429.5579 / 14.63  M3H3",0.79218,0.65266,0.64454,0.64277,0.64403
"429.5733 / 11.99",0.57644,0.51759,0.56047,0.57777,0.57753
"429.7051 / 14.59  M2H2",1.5571,1.2434,1.2311,1.2316,1.2312
"429.7327 / 12.52",1.7189,1.3588,1.3417,1.3368,1.3363
"429.7398 / 11.68  M2H2",0.88268,0.83879,0.86658,0.8679,0.86758
"429.7404 / 6.74",1.8278,1.4405,1.4223,1.4171,1.4166
"429.8970 / 11.63  M3H3",0.74853,0.70868,0.7374,0.74045,0.74014
"430.0373 / 15.47  M5H5",0.34163,0.45259,0.45901,0.4575,0.45914
"430.1881 / 5.46",1.4669,1.1974,1.1805,1.1842,1.1838
"430.1948 / 3.70  M2H2",1.2735,1.275,1.2786,1.2774,1.277
"430.1978 / 11.64  MH",2.127,1.7069,1.6817,1.6792,1.6785
"430.2029 / 3.05",1.1161,1.0971,1.089,1.0875,1.087
"430.2195 / 13.77",1.067,0.86317,0.86512,0.86181,0.86157
"430.2286 / 2.45  MNH4",1.1964,1.1651,1.1472,1.1457,1.1452
"430.2290 / 5.72",1.5,1.2656,1.2475,1.2514,1.251
"430.2314 / 7.34",0.86785,0.70799,0.71672,0.71637,0.71713
"430.2436 / 17.22  M2H2",0.75569,0.59726,0.60413,0.63985,0.63964
"430.2644 / 12.62",1.9658,1.5514,1.5412,1.5391,1.5385
"430.2652 / 6.71",1.4579,1.1879,1.1742,1.1699,1.1699
"430.2663 / 8.09",1.9191,1.5356,1.528,1.5224,1.522
"430.2669 / 9.05",1.3534,1.1798,1.1897,1.1867,1.187
"430.2964 / 22.49",0.064099,1.0513,1.0561,1.0772,1.0767
"430.3012 / 10.55",0.79427,0.67931,0.67388,0.67472,0.67444
"430.7091 / 9.67",0.62936,0.53324,0.54008,0.53802,0.53938
"430.7148 / 2.73",1.5915,1.2543,1.2394,1.2369,1.2364
"430.7270 / 12.96",1.4821,1.205,1.209,1.2105,1.21
"430.7369 / 9.41",1.1162,0.93745,0.92608,0.93317,0.93281
"430.7474 / 15.75  M2H2",0.86275,0.79493,0.79023,0.82252,0.82361
"431.1035 / 20.44",0.63454,0.53702,0.58537,0.60411,0.60414
"431.1403 / 4.94",1.3497,1.0854,1.1267,1.1297,1.1296
"431.1771 / 12.13",1.6308,1.2878,1.2749,1.2721,1.272
"431.1917 / 9.55  MNa",1.4993,1.187,1.1713,1.1677,1.1673
"431.2140 / 7.45",1.3558,1.1967,1.178,1.1752,1.1754
"431.2186 / 23.64",0.21583,0.23749,0.24201,0.24692,0.24682
"431.2469 / 12.76",1.8745,1.4772,1.465,1.4595,1.459
"431.2508 / 7.78  MCH3OHH",1.4736,1.1858,1.1725,1.1719,1.1715
"431.2678 / 8.07",1.7643,1.3919,1.3745,1.3693,1.3687
"431.3162 / 23.56  MH",0.11218,0.36819,0.36418,0.38508,0.38492
"431.5705 / 16.18  M3H3",1.3832,1.1702,1.1573,1.1607,1.1607
"431.7191 / 10.88",1.0193,0.80336,0.81045,0.80816,0.8079
"431.7194 / 10.34  M2H2",1.7681,1.4274,1.4056,1.401,1.4008
"431.7200 / 7.60",0.83477,0.80928,0.82592,0.84903,0.84985
"432.2194 / 3.48  M2H2",1.5726,1.2527,1.2439,1.2409,1.241
"432.2447 / 6.62",1.3122,1.1758,1.1708,1.1673,1.1668
"432.2463 / 3.20  MCH3OHH",0.77065,0.89886,0.88457,0.88135,0.88246
"432.2551 / 14.99",1.6104,1.2693,1.2556,1.2532,1.2529
"432.2797 / 17.72  MNH4",0.056712,0.13594,0.1384,0.13863,0.13873
"432.3116 / 22.89",0.33759,0.49129,0.49709,0.56476,0.56508
"432.3215 / 24.31  MNH4",0.017882,0.074385,0.075955,0.075954,0.075922
"432.3337 / 24.29  MNH4",0.015348,0.013108,0.014263,0.014559,0.014565
"432.7469 / 17.85  M2",1.986,1.5657,1.549,1.5448,1.5444
"432.9930 / 20.29",0.33862,0.41855,0.42849,0.44213,0.44218
"432.9931 / 1.29",0.01609,0.019174,0.031221,0.031479,0.031496
"432.9939 / 26.13",0.13188,0.15382,0.49964,0.55028,0.55006
"433.0023 / 21.78",0.11029,0.13452,0.14295,0.1448,0.14709
"433.0037 / 27.98",0.23879,0.19434,0.45621,0.45537,0.45883
"433.0040 / 20.39",0.29833,0.34766,0.34884,0.36769,0.36863
"433.0041 / 21.01",0.756,0.7447,0.74064,0.74951,0.75302
"433.0045 / 23.44",0.010567,0.01838,0.044221,0.050911,0.051115
"433.0048 / 26.72",0.087162,0.56371,0.71862,0.72964,0.72933
"433.0050 / 1.28",0.02745,0.077955,0.0771,0.077297,0.077288
"433.0053 / 25.30",0.52662,1.3855,1.4219,1.418,1.4174
"433.0053 / 26.13",0.024312,0.021071,0.020925,0.021355,0.021409
"433.0055 / 22.81",0.040872,0.03257,0.14485,0.18846,0.1925
"433.0055 / 27.41",0.05556,0.062581,0.063183,0.063017,0.062993
"433.1939 / 2.70",0.93792,1.2842,1.2732,1.2692,1.2702
"433.2008 / 8.40  M2H2",1.1752,1.1468,1.1433,1.139,1.1385
"433.2074 / 16.66  2MH",1.8423,1.4517,1.4342,1.4308,1.4304
"433.2185 / 10.00",1.7657,1.3961,1.3767,1.3741,1.3739
"433.2272 / 12.00  M2H2",1.607,1.2721,1.2522,1.2483,1.2479
"433.2273 / 8.21",1.7461,1.387,1.3722,1.3671,1.3667
"433.2291 / 5.27  MH",1.8976,1.5007,1.4795,1.4745,1.474
"433.2292 / 20.32",0.079631,0.16709,0.2047,0.20594,0.20586
"433.2648 / 13.71",1.5248,1.2467,1.2285,1.2242,1.2238
"433.5526 / 16.71",2.0126,1.5875,1.5801,1.5741,1.5734
"433.7071 / 12.59  M2H2",1.0393,0.82031,0.85677,0.85405,0.8584
"433.7082 / 10.64",0.928,0.82778,0.81526,0.82296,0.82267
"433.7223 / 7.41  M2H2",1.0949,0.89871,0.91852,0.92944,0.92911
"433.7239 / 10.18",1.3088,1.1246,1.1099,1.1059,1.1054
"433.9974 / 26.32",0.074193,0.17192,0.17333,0.17834,0.18477
"433.9983 / 25.46",0.84503,0.67636,0.66562,0.67797,0.68057
"434.0062 / 27.38",0.11945,0.15386,0.15142,0.15241,0.15237
"434.0080 / 26.87",0.1939,0.15843,0.15838,0.17195,0.17255
"434.0086 / 1.27",0.029484,0.087273,0.086007,0.085975,0.085969
"434.2434 / 9.10",1.3495,1.1177,1.1007,1.0997,1.0993
"434.5928 / 9.80  M3H3",1.0372,0.94772,0.94064,0.96161,0.96414
"434.8905 / 14.31  M3H3",1.0124,0.84205,0.87928,0.87785,0.87751
"434.9037 / 18.52  M3H3",1.2348,0.97825,1.0582,1.0695,1.0691
"435.1234 / 13.56  MNa",0.50544,1.1926,1.1906,1.1863,1.1858
"435.1915 / 10.98",1.4273,1.1694,1.1619,1.1587,1.1582
"435.2064 / 1.83",1.4755,1.2438,1.2322,1.2297,1.2294
"435.2093 / 3.68  MH",1.8182,1.4327,1.4103,1.4054,1.4059
"435.2417 / 9.00  M2H2",2.1668,1.7188,1.6935,1.6912,1.6906
"435.2438 / 20.29",0.43514,0.51237,0.69032,0.69395,0.69367
"435.2657 / 6.36  M2H2",0.92424,1.0085,1.0003,1.0052,1.0069
"435.2693 / 23.66",0.06979,0.078631,0.087033,0.086713,0.08668
"435.2868 / 24.48  MNa",0.28591,0.24149,0.28442,0.30577,0.30637
"435.7371 / 18.59",1.6036,1.3101,1.2927,1.2892,1.2887
"436.1726 / 12.88",1.9709,1.6402,1.6141,1.6097,1.6092
"436.2195 / 13.95",1.1751,1.0313,1.0195,1.0206,1.0202
"436.2214 / 9.02  M2H2",1.9213,1.5199,1.5036,1.4979,1.4973
"436.2332 / 10.99  M2H2",1.8449,1.4578,1.4352,1.4384,1.4379
"436.3104 / 24.60",0.043329,0.074729,0.07565,0.075368,0.075342
"436.3289 / 23.61",0.020925,0.022988,0.026173,0.032458,0.03245
"436.3407 / 23.60",0.0609,0.085201,0.085079,0.085098,0.085063
"436.7180 / 7.16",0.81128,0.63954,0.6416,0.64494,0.64471
"436.7467 / 9.29",0.9948,1.009,0.99631,0.99283,0.99392
"437.1064 / 4.03",0.0014826,0.58324,0.57403,0.57199,0.57185
"437.1753 / 23.51",0.04443,0.067895,0.08038,0.082462,0.08243
"437.1824 / 22.28",0.03629,0.10199,0.10144,0.10106,0.10103
"437.1861 / 23.49",0.076442,0.060897,0.065337,0.065885,0.065858
"437.1938 / 21.87",0.012896,0.027872,0.032506,0.034519,0.0346
"437.1959 / 22.96",0.30996,0.2444,0.24528,0.24736,0.25505
"437.1979 / 10.78",1.72,1.4194,1.4059,1.4065,1.4059
"437.2034 / 7.03",1.3497,1.1096,1.1038,1.1011,1.1007
"437.2034 / 7.70",1.8702,1.4753,1.4542,1.4504,1.4503
"437.2063 / 22.96",0.18615,0.30792,0.30312,0.30246,0.30365
"437.2102 / 21.07",0.86671,0.76031,0.75081,0.74796,0.75042
"437.2201 / 13.92  M3H3",1.6598,1.3149,1.2965,1.2919,1.2913
"437.2273 / 6.78",1.3387,1.099,1.0965,1.0946,1.0942
"437.2279 / 12.88  M3H3",1.6849,1.3277,1.3088,1.3052,1.3047
"437.2355 / 17.72",0.054217,0.10911,0.11014,0.11038,0.11058
"437.2385 / 13.74",1.8262,1.4459,1.423,1.419,1.4185
"437.2385 / 14.61",1.795,1.4146,1.3938,1.3918,1.3916
"437.2387 / 9.18",1.1918,1.1693,1.1576,1.1676,1.1671
"437.2393 / 11.40",1.682,1.3548,1.3373,1.3327,1.3321
"437.2505 / 11.83",2.0858,1.6439,1.6357,1.6295,1.6289
"437.2767 / 24.31",0.018758,0.058562,0.062534,0.062991,0.062965
"437.2884 / 24.30",0.017325,0.026719,0.026295,0.026374,0.026363
"437.3430 / 23.15  MH",0.022019,0.37357,0.54195,0.54951,0.55142
"437.5641 / 11.56  M3H3",1.5539,1.2302,1.2504,1.2472,1.2467
"437.7144 / 15.05  M2H2",1.3505,1.065,1.0521,1.0603,1.0599
"437.7313 / 5.81",0.34472,0.37169,0.38036,0.38812,0.38833
"437.7394 / 12.63  M2H2",1.2904,1.0579,1.0699,1.0724,1.0726
"437.7404 / 19.85",1.7731,1.3994,1.3816,1.3766,1.3761
"437.8898 / 11.77",1.5884,1.3076,1.2868,1.2823,1.282
"438.0929 / 11.34  MNa",0.21636,0.23337,0.23247,0.2352,0.2362
"438.0931 / 12.72",0.18627,0.2395,0.24388,0.24352,0.24424
"438.1865 / 2.64",0.90792,0.74419,0.78609,0.78318,0.78415
"438.1866 / 21.90",0.016249,0.10716,0.10592,0.10552,0.1055
"438.1992 / 21.89  MCH3OHH",0.017186,0.030693,0.037731,0.039997,0.040049
"438.2139 / 9.84",1.7208,1.3563,1.3497,1.3446,1.3441
"438.2321 / 20.88",0.96842,0.93692,0.92748,0.92533,0.92526
"438.2921 / 24.31",0.018248,0.027833,0.02746,0.027458,0.027448
"438.5880 / 10.71  M3H3",0.56962,0.76901,0.75745,0.75464,0.75514
"438.7251 / 2.61",1.2792,1.1869,1.1684,1.164,1.1638
"438.7532 / 13.77  M2H2",1.7091,1.4564,1.5697,1.5639,1.5633
"438.7677 / 18.91  MH",1.5346,1.2455,1.2587,1.2546,1.2542
"438.8820 / 13.84  M3H3",1.8218,1.4369,1.4254,1.4201,1.4195
"438.9089 / 12.62  M3H3",1.1119,0.91148,0.90518,0.90629,0.90594
"438.9783 / 2.09",0.60487,1.4896,1.4721,1.4935,1.494
"439.1512 / 24.37",0.006176,0.028281,0.030552,0.036098,0.036532
"439.1820 / 6.48",1.5555,1.2358,1.2277,1.2252,1.2253
"439.1824 / 3.72",1.6226,1.2886,1.2727,1.2698,1.2692
"439.2168 / 9.36  MNa",1.3629,1.2137,1.2017,1.1972,1.1967
"439.2266 / 10.13  M2H2",2.4531,1.9331,1.9186,1.9119,1.9113
"439.2312 / 6.24",1.3034,1.1343,1.1315,1.1295,1.1291
"439.2466 / 17.33",0.10088,0.08145,0.10286,0.13737,0.14377
"439.2592 / 17.26  M3H3",0.053216,0.29444,0.29321,0.33274,0.33438
"439.5525 / 12.21",0.94556,0.82806,0.82935,0.82848,0.82814
"439.7043 / 6.82  MHK2",1.2985,1.0726,1.1025,1.1161,1.1162
"439.7230 / 9.04",1.3707,1.1099,1.0993,1.0951,1.0947
"439.7266 / 10.12",2.297,1.81,1.7957,1.7894,1.7888
"439.7346 / 19.10",1.4706,1.2245,1.2051,1.2005,1.2001
"439.7442 / 16.75  M2H2",1.234,0.97388,0.99137,1.0011,1.0007
"439.7604 / 15.12",0.96527,0.92394,0.90987,0.9146,0.91588
"439.9094 / 21.59",0.062978,0.25886,0.25485,0.27072,0.27118
"440.2351 / 13.40  M",1.243,1.0472,1.0591,1.0695,1.0692
"440.2411 / 16.30  M2H2",1.9075,1.5119,1.4905,1.4876,1.487
"440.2457 / 3.53  MCH3OHH",0.35894,0.38048,0.40215,0.40068,0.40118
"440.2972 / 8.76",1.1901,1.1456,1.1444,1.1422,1.1422
"440.2980 / 15.59",2.03,1.5996,1.5824,1.577,1.5765
"440.3116 / 23.57",0.76687,0.60961,0.61687,0.61502,0.61481
"440.7501 / 16.10",1.5098,1.2195,1.231,1.2346,1.2341
"440.7505 / 10.07",1.5593,1.2301,1.2445,1.2402,1.2403
"440.8731 / 11.64  M3H3",0.72013,0.56795,0.62186,0.64852,0.64825
"441.1494 / 6.63",0.61081,0.59429,0.58529,0.61855,0.61865
"441.1542 / 21.56",0.064418,0.18738,0.1872,0.19462,0.19463
"441.1802 / 7.07",1.5583,1.2397,1.2588,1.2569,1.2565
"441.1847 / 5.34",1.3787,1.2672,1.26,1.2626,1.2623
"441.1968 / 4.22",1.8411,1.4672,1.4759,1.4708,1.4703
"441.1976 / 7.28  MNH4",1.4772,1.2099,1.1946,1.1901,1.1897
"441.1979 / 3.22  MH",1.6206,1.3102,1.3064,1.3015,1.3013
"441.2044 / 6.37",1.4038,1.2323,1.2416,1.2391,1.2389
"441.2134 / 14.89",1.3631,1.0808,1.0967,1.0956,1.0957
"441.2260 / 19.24",1.1294,0.9418,0.93452,0.93129,0.932
"441.2346 / 6.68  MCH3OHH",2.1509,1.7304,1.707,1.7033,1.7026
"441.2711 / 16.06  M2H2",1.3612,1.1861,1.1673,1.1637,1.1633
"441.2712 / 20.18",1.097,0.976,1.0025,0.99888,0.99847
"441.2984 / 24.47",0.093291,0.11941,0.12251,0.12206,0.12201
"441.3053 / 16.65",1.3364,1.0658,1.0635,1.0606,1.0604
"441.3326 / 17.73  MH",1.0851,0.85618,0.87163,0.87076,0.87089
"441.3330 / 9.44  MH",0.092511,0.36212,0.35643,0.43533,0.43956
"441.7581 / 15.01  M2H2",1.5406,1.2708,1.2578,1.2576,1.2572
"442.1625 / 19.05  MNa",1.2141,0.95984,0.97338,0.97751,0.9773
"442.2260 / 4.21",1.9926,1.5744,1.5501,1.5459,1.5454
"442.2271 / 12.95",1.469,1.2032,1.186,1.1827,1.1827
"442.2548 / 3.24",1.5205,1.2207,1.2506,1.2482,1.2477
"442.2647 / 0.47",0.31053,0.37185,0.37314,0.37698,0.37887
"442.2671 / 17.68  MHNH42",1.2186,1.0888,1.0729,1.0704,1.0706
"442.2883 / 18.44",0.86958,0.68753,0.70166,0.71847,0.71868
"442.3276 / 24.60",0.036127,0.04799,0.047617,0.047668,0.047674
"442.5804 / 15.37  M3H3",0.64659,0.67442,0.6888,0.68624,0.68651
"442.7096 / 10.37  MHNa2",1.1544,0.91342,0.92871,0.93055,0.93016
"442.7581 / 15.01",0.83967,0.66399,0.74002,0.77358,0.77335
"442.9306 / 15.37",0.59616,0.51696,0.5089,0.50772,0.50797
"443.1771 / 2.54",1.3182,1.0901,1.1308,1.1266,1.1261
"443.1884 / 12.81",0.45646,0.99943,0.98355,0.98396,0.98505
"443.1889 / 3.63",1.9883,1.8066,1.7819,1.7798,1.7791
"443.1911 / 7.06",1.5888,1.2638,1.2437,1.2398,1.2396
"443.1940 / 5.69  M2H2",1.5007,1.368,1.3497,1.3473,1.3468
"443.2125 / 2.51",1.8313,1.4655,1.4427,1.4383,1.4377
"443.2219 / 13.94",1.7111,1.5039,1.5419,1.5388,1.5382
"443.2406 / 10.91  M2H2",1.7097,1.3474,1.3361,1.3312,1.3307
"443.2485 / 11.51",1.7438,1.3828,1.3637,1.3585,1.3582
"443.2656 / 17.19  M2H2",0.9165,1.1076,1.0925,1.0942,1.0942
"443.2853 / 15.47  MH",2.1568,1.7453,1.719,1.7139,1.7134
"443.3215 / 23.64  MNH4",0.037777,0.10657,0.10922,0.10928,0.10924
"443.3321 / 23.65",0.0099557,0.035136,0.035448,0.035314,0.035302
"443.6932 / 5.65",1.2384,1.1658,1.1663,1.1639,1.1634
"443.7229 / 13.14  M2H2",1.5052,1.2241,1.2131,1.2094,1.2089
"444.1387 / 9.66  MNa",1.5386,1.3153,1.302,1.3012,1.3008
"444.1869 / 11.22  MH",0.6218,0.65861,0.7512,0.75344,0.75411
"444.2228 / 15.98",0.4059,0.33745,0.42626,0.42501,0.42541
"444.2235 / 14.53",1.0886,0.91671,1.0281,1.0247,1.0245
"444.2250 / 16.64  M3H3",1.9758,1.6468,1.6357,1.6299,1.6295
"444.2331 / 18.14  M3H3",1.2144,0.9633,0.99669,0.9945,0.99419
"444.2424 / 16.72",1.5681,1.2724,1.2592,1.2554,1.255
"444.2448 / 3.19",0.12742,0.82932,0.89975,0.89673,0.89644
"444.2452 / 15.30  MNH4",1.3709,1.1127,1.1048,1.1007,1.1003
"444.2453 / 7.91",1.3077,1.1643,1.1474,1.1442,1.1439
"444.2634 / 10.83",1.478,1.2433,1.2354,1.2308,1.2303
"444.2831 / 9.81",1.3001,1.0681,1.0511,1.0472,1.0469
"444.2919 / 3.27",1.5746,1.3837,1.3642,1.3597,1.3592
"444.2922 / 2.73",1.3532,1.2161,1.2006,1.1967,1.1964
"444.2926 / 10.74",1.7817,1.4088,1.3951,1.3898,1.3892
"444.5819 / 15.95  M3H3",1.0697,0.8453,0.84179,0.83957,0.83981
"444.7153 / 8.63",0.90529,0.77801,0.76694,0.76401,0.76375
"444.7381 / 11.17",1.5591,1.2318,1.2262,1.223,1.2225
"444.7586 / 13.12  M2H2",1.4959,1.1986,1.1853,1.1808,1.1806
"444.8902 / 16.61",1.0802,0.95678,0.96934,0.97433,0.97399
"444.9064 / 15.61",1.6863,1.3666,1.3539,1.3493,1.3491
"445.1928 / 11.78",0.98778,0.84529,0.83302,0.83559,0.83559
"445.2136 / 8.60",1.44,1.1869,1.1684,1.1647,1.1643
"445.2209 / 18.08",1.1946,1.0576,1.0647,1.0657,1.0655
