"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"417.1495 / 22.34",-0.00022748,0.0013349,-0.0001281,1.9245e-05,0.0014921,-0.0017249,0.0018637,-0.00014946
"417.1944 / 13.07",0.016748,-0.0051126,-0.0090956,0.0079643,-0.0018272,0.0034471,-0.0077308,0.019878
"417.2047 / 1.99",0.016832,-0.0035184,-0.0029629,-0.0076123,0.0063002,0.0030342,0.0034403,0.0040486
"417.2048 / 11.46  M2H2",0.010909,-0.0036285,0.011652,0.005198,0.014632,-0.0039851,0.0050413,-0.013146
"417.2060 / 13.12",0.018467,-0.0011092,-0.0094724,-0.0010597,0.0041859,0.0017094,-0.0010367,0.0097209
"417.2230 / 19.06",0.014035,0.0026665,-0.0041383,-0.0084974,-0.0010455,-0.0024042,0.0056009,0.0048747
"417.2233 / 6.26",0.015734,0.0019385,0.015304,0.004971,0.0082368,-0.015583,-0.00093677,-0.012197
"417.2350 / 9.33  MH",0.016448,-0.0098491,0.0083328,-0.0089536,0.001582,0.0020545,-0.00049362,-0.0019183
"417.2354 / 6.26",0.016606,0.0024129,0.014088,0.0053537,0.0068235,-0.015156,0.00065029,-0.011691
"417.2354 / 7.43",0.013062,0.00034792,0.003472,0.0078713,0.0060401,-0.0076453,-0.0025419,-0.011896
"417.2377 / 8.49",0.016971,0.0028865,0.0011897,0.0063611,0.0020833,-0.010656,0.005889,-0.011531
"417.2443 / 1.93",0.016881,-0.001032,0.0021784,-0.00026944,0.0026782,-0.0069899,0.0046605,-0.0061531
"417.2452 / 2.71  MNH4",0.015291,-0.0032767,0.0062864,-0.001814,0.0056094,0.0020317,0.0018262,0.0029114
"417.2501 / 16.88",0.013383,-0.0018777,-0.012191,0.011103,-0.0047639,-0.00030489,0.00074155,-1.4544e-05
"417.2708 / 12.55",0.015667,-5.91e-05,-0.011014,-0.0056344,0.0080101,-0.0030182,0.0090029,-0.0046977
"417.7224 / 3.50  MHNH42",0.01314,-0.004228,-0.019146,0.022674,-0.01815,0.014073,-0.005244,-0.0069265
"418.1655 / 14.43  MH",0.012557,0.011738,0.0093605,0.0025208,-0.013078,-0.00025077,0.018094,-0.0033266
"418.1920 / 11.46",0.013122,0.0048798,0.00085611,0.00027109,0.0079663,-0.0059426,-0.0026555,-0.013719
"418.2048 / 18.20",0.011959,-0.0068628,-0.0014226,0.0052433,-0.0093681,0.01556,-0.013071,0.0012317
"418.2251 / 11.01  M3H3",0.017535,0.0016237,-0.0063504,-0.0097055,0.0077272,0.0037396,0.00026678,-0.0037164
"418.2295 / 2.63  MCH3OHH",0.011872,-0.0082503,-0.011118,-0.0011686,0.0089263,0.013845,0.0059437,0.013568
"418.7193 / 11.06  M2H2",0.017724,1.7928e-05,-0.010009,0.00090374,-0.0032643,0.0054851,0.0012917,-0.0034118
"418.7313 / 15.90",0.0097279,0.00065647,0.020323,-0.017072,0.022128,-0.017808,0.0013386,-0.0027307
"418.9419 / 1.06",0.0029939,0.023095,0.00063148,-0.0058072,-0.021148,0.008271,7.5082e-05,-0.014696
"418.9861 / 1.18",0.00034776,0.0013983,0.0071853,-0.0052508,-0.0043134,0.010015,-0.0030564,-0.00089561
"419.2144 / 3.08",0.011274,-0.015293,0.013641,0.019328,-0.0022831,-0.0037162,0.014795,0.003136
"419.2200 / 16.07",0.013652,-0.00639,0.0076225,-0.011162,0.0065284,0.0049896,-0.0054095,-0.0033469
"419.2277 / 13.53",0.016272,-0.0002558,-0.0085591,-0.0030291,0.0048407,-0.00036778,0.00062469,-0.0028687
"419.2359 / 11.69  M3H3",0.013758,-0.0026131,0.012586,0.0060552,0.0054992,-0.0083507,-0.011672,-0.0034612
"419.2505 / 8.11  MCH3OHH",0.014585,0.0021867,0.0094775,0.0010915,0.0014265,0.0052976,-0.023198,0.0013056
"419.2659 / 23.25",0.00055507,8.6851e-05,-0.00044472,0.0025918,-0.0018764,0.0018193,-0.0036183,-0.0028453
"419.2796 / 23.22",0.00067469,-0.00080979,-0.001105,0.0012343,-0.0026622,0.0030032,-0.0033126,-0.0022169
"419.6881 / 8.12",0.0087467,-0.0033249,-0.00081995,-0.0030367,0.0091257,-0.009389,0.010788,-0.010833
"419.7267 / 19.79  MHNa2",0.015235,0.0040808,-0.018165,0.011969,-0.0027503,-0.0042285,0.0065134,0.0086584
"419.8760 / 3.17",0.011841,0.0034914,-0.0074576,0.0086521,0.0047322,-0.016553,0.020412,-0.018936
"420.1670 / 6.49  M2H2",0.010535,-0.0064885,0.014666,-0.014647,0.003791,-0.0022033,0.0011183,0.0028056
"420.1800 / 19.05  MH",0.012011,0.0043063,-0.0072534,0.010992,0.0034264,-0.012636,0.0084863,-0.016993
"420.2332 / 12.46",0.012349,-0.0046435,0.0030151,-0.0053864,-0.0011075,0.0087726,-0.0028185,-0.0064714
"420.2333 / 13.51  M3H3",0.015611,-0.0069258,0.0019277,-0.00088233,0.00075666,-0.0031042,0.00030659,0.005942
"420.6985 / 14.63",0.014076,0.00047622,-0.0081991,0.001058,0.0016674,-0.00050231,0.0027355,-0.0048672
"420.8270 / 1.37",-0.0014827,-0.0071582,0.01461,0.0043068,-0.008257,-0.0095933,0.0092682,0.0012423
"420.9599 / 24.44",0.00051985,0.0028388,0.0019208,-0.00051103,-0.00078522,0.00065068,0.0017172,-0.0021169
"420.9602 / 27.96",4.3282e-06,0.00075696,0.0006624,0.00052649,-0.00016379,0.00038339,-0.00036741,-0.00045354
"420.9671 / 21.07",0.0025186,-0.005541,-0.0062054,0.021221,0.014876,-0.012706,-0.00070867,-0.013946
"420.9701 / 22.58",0.0019921,-0.014378,-0.027687,0.016844,0.017509,-0.015556,-0.0074411,4.7908e-05
"420.9705 / 27.25",-0.0052508,0.0030515,-0.014053,0.019687,-0.0077241,-0.010153,-0.00058447,-0.0015326
"420.9706 / 24.39",-0.0025484,0.0019395,-0.0034977,-0.023874,0.020132,-0.026031,-0.0078713,-0.0059446
"420.9707 / 1.17",0.0020174,0.025209,-0.0092186,0.0058893,-0.018251,0.0077801,0.0014062,-0.0075233
"420.9709 / 25.98",-0.0017189,0.0025054,0.0061321,-0.0061586,0.012993,0.0037316,-0.0055852,-0.0011453
"420.9709 / 28.04",1.8607e-06,2.0134e-05,0.00039855,-0.00047341,-0.00058936,0.0013264,2.9899e-06,0.00022673
"420.9710 / 19.98",-0.0051142,-0.0038763,0.005281,-0.0072961,-0.0089872,0.03215,0.0085619,-0.0090941
"420.9713 / 23.64",0.00097328,0.0004378,0.0021598,0.00030305,0.00094098,0.0011646,0.00025116,1.3799e-05
"421.1663 / 15.46",0.016185,-0.00023417,-0.0073754,-0.0017837,0.0019801,0.0015852,0.0024533,-0.0013794
"421.1679 / 16.15",0.0022416,-0.0096657,0.011739,0.015493,-0.0069608,-0.0091358,0.010202,-0.022831
"421.1888 / 22.30",-0.0021057,-0.0090754,0.0017766,-0.0033691,-0.0010835,-0.00011757,0.00037229,0.0045331
"421.1899 / 2.60",0.011998,-0.011797,0.0022581,-0.0069107,0.0040257,-0.0015103,0.017825,-0.0053883
"421.2143 / 12.79  M2H2",0.01781,0.0052361,0.0011868,0.0049598,0.010234,-0.012207,-0.0043377,-0.001608
"421.2192 / 7.10",0.0075103,-0.0073146,0.01353,0.0022854,0.010917,-0.011595,0.0069988,-0.003614
"421.2219 / 22.96",0.0017982,-0.00013407,0.0028166,-0.00055978,0.0096626,-0.0049337,-0.0018844,-0.0026542
"421.2308 / 19.58",0.00048063,0.001691,0.00073392,0.0035376,-0.0070572,0.0036061,0.002,-0.015398
"421.2328 / 22.95  MCH3OHH",0.0018661,-0.00087871,0.0022055,-0.0019086,0.0093848,-0.0041818,-0.0013624,-0.0019926
"421.2419 / 12.52  MNa",0.017343,0.0067383,0.00057442,0.0021882,0.011093,-0.014072,0.0013581,-0.0060712
"421.2554 / 7.94  MNH4",0.011736,-0.011322,0.0030409,0.016699,-0.013473,0.0059554,-0.013556,0.0080711
"421.2901 / 9.51",0.0010541,-0.0079067,0.021999,0.013402,-0.012444,0.0025503,0.007924,-0.0034944
"421.7056 / 6.99  M2H2",0.0053795,-0.00074386,0.011278,-0.027378,0.01593,0.0022228,0.0043558,-0.012727
"421.7212 / 13.26  M2H2",0.015097,0.00035538,0.00010097,-0.0046159,0.0055112,-0.0097816,0.012291,-0.0070519
"422.1552 / 11.46",0.014907,-0.0015149,0.0058511,-0.0017755,-0.00069511,-0.009788,0.0055133,-0.0064747
"422.1587 / 9.47  MH",0.013085,0.0077258,-0.0088249,0.006531,0.011157,-0.026128,0.019234,-0.01585
"422.2343 / 14.36  M2H2",0.014768,-0.0063558,-0.00076378,-0.0096916,0.0055363,0.0068653,-0.010639,0.014852
"422.2431 / 11.59",0.013522,0.00038949,-0.013147,0.0091007,-0.0036013,0.0050757,-0.0062285,-0.0023663
"422.2507 / 12.64",0.018909,0.006369,-0.0075486,0.0033728,0.0091309,-0.007121,0.00027486,-0.0051328
"422.5212 / 8.81  M3H3",0.013528,0.0017882,-0.01378,0.015459,-0.0071124,0.0035804,-0.0056098,0.0027213
"422.5888 / 12.88  M3H3",0.013487,-0.0021618,-0.0069826,-0.00069309,0.0056087,-0.0080739,0.012209,-0.0071712
"422.7360 / 14.69  M2H2",0.016644,-0.001991,-0.010468,0.0010932,0.0013592,0.0057594,-0.0029488,-0.0022483
"423.0061 / 2.12",-0.001921,-0.013163,-0.0092409,0.0059056,0.024323,-0.0063329,-0.011438,-0.0023336
"423.0638 / 1.49",0.0010483,0.0003868,-0.0019253,0.0051714,-0.0015172,-0.0075225,0.011681,-0.0063515
"423.1767 / 18.93",0.0043552,-0.0094984,0.0074279,-0.011857,-0.010491,-0.010451,0.0022924,0.0050165
"423.1865 / 8.82",0.012878,-0.0010821,-0.0060735,0.010734,-0.0014859,0.00057718,-0.0079378,-0.0059001
"423.1880 / 22.38",-0.00066233,-0.0020294,-0.0073855,0.0059655,0.0072982,-0.014019,-0.00050738,0.0015469
"423.1893 / 5.87",0.014817,-0.0091306,0.0079963,-0.0094886,-0.0038049,0.00018848,0.0085436,-0.0068734
"423.1991 / 22.36  MNH4",-0.00083101,-0.002721,-0.008493,0.0045155,0.0076821,-0.014553,0.00050356,0.0030765
"423.1999 / 4.98",0.0082277,-0.0092103,0.015942,-0.0051451,-0.0041967,0.015478,-0.027512,0.014613
"423.2209 / 8.50  MNa",0.014182,-0.0087459,0.010153,0.00012443,0.0035321,-0.0049647,-0.0062275,0.0046367
"423.2210 / 9.56  2MNa",0.015117,-0.0018639,-0.0072282,-0.0052067,0.0061255,0.0019259,0.0004754,-0.0046917
"423.2236 / 10.54",0.018531,0.0027848,-0.0064237,0.0050831,0.0028416,-0.0027295,-0.00063894,-0.0033384
"423.2236 / 2.15",0.017913,-0.0015378,-0.0044632,-0.0043839,0.0032061,0.0063617,0.0012692,0.00091937
"423.2304 / 15.02",0.017059,0.0014856,-0.0038485,-0.0091975,0.006598,0.00044255,0.0034305,-0.00027003
"423.2345 / 6.92",0.015233,-0.0032615,-0.0089288,0.0014021,0.001403,0.00035496,0.0036856,-0.00017113
"423.2346 / 11.07  MNH4",0.015343,-0.0037336,0.0038232,-0.007931,0.005674,0.006519,-0.014017,0.00075049
"423.2470 / 10.04  MNH4",0.013368,-0.0055627,0.0079624,-0.014238,0.0079066,0.008238,-0.010281,-0.0030823
"423.2976 / 24.34  MCH3OHH",-1.2437e-05,0.00043272,0.00084912,0.00076752,8.1247e-05,-0.0005067,-0.00035175,-0.00030372
"423.3091 / 24.33  MCH3OHH",-2.4095e-05,-0.0003862,0.00016559,-0.0003352,-0.00026247,0.00030359,2.5974e-05,-3.2161e-05
"423.5944 / 15.21  M3H3",0.01682,-0.0012441,-0.013486,0.011419,-0.0092388,0.0062791,-0.0014169,0.0073997
"423.6887 / 12.26",0.012692,-0.01121,0.012803,-0.0048657,-0.0089821,0.013067,-0.0098734,0.0016052
"423.7198 / 2.73",0.015973,-0.00066693,-0.003579,-0.0033226,0.0063477,-0.00094553,0.0017982,0.0072057
"424.0794 / 19.91",-0.001194,-0.0058991,0.017302,0.0015376,-0.010488,0.0011861,0.0084295,-0.015205
"424.1713 / 6.79  MH",0.014948,-0.0077894,0.013082,-0.0108,-0.0051429,-0.003738,0.013474,-0.0032571
"424.1805 / 1.86  MNa",0.013113,-0.010746,-0.0025657,0.00052708,-0.0067653,0.0025162,0.01689,0.00046859
"424.1807 / 2.72  M3H3",0.0067242,-0.019347,0.0042846,-0.00474,0.017823,-0.0042067,0.0051007,-0.01357
"424.2029 / 22.38",-0.0022403,-0.0055308,-0.012466,0.0051331,0.0057491,-0.02,0.0038713,0.0074061
"424.2092 / 10.74  MCH3OHH",0.013455,-0.00142,-0.0061421,-0.0065194,-0.0058916,0.01409,-0.0056338,-0.0016916
"424.2153 / 6.84",0.013091,-0.0066768,0.019033,0.0039094,-0.0011416,-0.0014008,-0.01088,-0.0084034
"424.2201 / 9.60  M2H2",0.016209,0.0021484,-0.011039,0.011167,0.0077724,-0.0084297,-0.0003274,-0.0069396
"424.2663 / 18.47",0.01106,0.0028943,-0.02428,0.014029,0.0046206,-0.0028886,0.0013579,-0.0086039
"424.2839 / 24.23",0.00021784,0.00090852,0.0043245,-0.00040164,-0.0014319,0.0045122,-0.00050832,-0.002609
"424.3060 / 8.83",-0.001053,0.0076402,0.012832,-0.01349,-0.0082777,0.023257,0.0028265,0.00093611
"424.6924 / 16.85",0.011903,-0.010761,0.0099448,0.0039111,-0.0075407,0.0057478,-0.0093893,0.010043
"424.7012 / 9.61",0.017379,0.00090052,-0.010259,-0.0032702,0.0081503,-0.0035232,0.0025865,0.0039726
"424.7166 / 18.31",0.012509,5.2063e-06,-0.010382,-0.0028524,0.0066261,-0.0030448,0.0051401,-0.0057749
"424.9020 / 10.71  M3H3",0.0058078,-0.0075716,0.011383,-0.0001589,-0.0157,0.017517,-0.018528,0.004645
"424.9055 / 11.71  M3H3",0.0034253,-0.00051463,0.00476,-0.0032854,-0.0098551,0.017788,-0.0077948,-0.018423
"425.1440 / 21.35",-0.0006358,0.0021573,0.0042928,-0.0064386,-0.0065119,0.0069185,0.0010579,-0.0026739
"425.1574 / 21.49",-0.00041026,0.0020007,0.005435,-0.0040063,-0.005227,0.006469,0.00061675,-0.0024411
"425.1784 / 3.70",0.0148,-0.0025857,-0.006968,-0.0038187,0.0029843,0.0063752,-0.001576,-0.0010502
"425.1834 / 21.56",-0.00010012,0.0019924,0.0031967,-0.0021063,-0.0025434,0.0050975,0.0029118,-0.0044064
"425.1851 / 12.20",0.015357,-0.0043944,-0.010382,0.0021888,-0.0030223,0.00056648,0.0071738,-0.0024833
"425.2111 / 3.99  M2H2",0.013562,-0.0052689,0.0038243,-0.0083857,0.012661,0.0086382,-0.012854,0.00030674
"425.2343 / 9.42  M2H2",0.014355,-0.0058148,-0.006909,-0.0058218,0.013756,0.0032354,-0.0069169,0.0082848
"425.2477 / 3.46  MNH4",0.014204,-0.0036556,-0.0065661,0.0023919,-0.0022248,0.0018469,-0.00074768,0.015831
"425.2752 / 23.57",-5.025e-05,0.00045961,0.00046356,0.0018158,0.00052905,-0.0004874,-0.00091653,-0.0018878
"425.2867 / 23.56  M",-5.6201e-05,-0.00049801,-0.0004416,0.00048543,-0.00020827,0.00048879,-0.00031657,-0.001477
"425.7199 / 11.06  M2",0.013321,-0.0053213,-0.010056,0.016454,-0.0033304,-0.0090149,0.00078135,0.0040672
"425.7200 / 11.64  MHNH42",0.012573,-0.0059926,-0.004205,0.0079938,-0.0036328,-0.0032561,0.0045388,0.0017957
"425.7202 / 12.35  M2H2",0.01078,-0.0035585,-0.010419,0.02472,-0.015671,-0.0091759,0.0061842,0.0057681
"425.7245 / 12.95",0.014711,-0.0033912,0.0032246,-0.0079862,0.0014046,0.0099604,-0.0079292,-0.0038624
"425.7307 / 9.57  M4H4",0.014413,-0.011082,0.01075,-0.00074289,-0.007101,0.0057415,-0.0050666,0.00040926
"425.7343 / 19.23",0.010307,0.0020327,0.0012544,-0.010286,0.0097193,0.0089397,-0.010522,-0.0064507
"425.8768 / 3.08  M3H3",0.011653,0.0070014,-0.015313,0.0098208,0.019695,-0.019626,0.011276,-0.016401
"425.8972 / 14.01  M3H3",0.016687,0.0035346,-0.010578,0.0031567,-0.0021339,-0.0035097,0.010719,-0.0024478
"426.1483 / 14.40",0.012555,-0.0029497,-0.0078621,0.0039237,0.0033612,-0.0085153,0.010049,-0.0041884
"426.1709 / 9.89",0.011872,-0.011277,0.0073831,0.010141,-0.014921,0.0077508,-0.0094643,0.0077085
"426.2070 / 13.99",0.016194,-0.0013293,0.0024584,-0.0020985,0.0034969,-0.0076609,0.0059856,0.002586
"426.2096 / 6.68",0.0098534,-0.0045921,0.0092093,0.029292,-0.006252,-0.010491,-0.015426,-0.0052884
"426.2340 / 16.72",0.0072967,0.0070902,-0.018382,0.0084067,-0.0056911,0.016185,-0.0022433,-0.015305
"426.3583 / 22.51",0.0091952,-0.0090988,0.013723,-0.010115,0.0045379,0.0030982,-0.005765,-0.011064
"426.7522 / 11.63",0.0099153,-0.0071501,0.0058886,0.012593,-0.008384,0.00077145,-0.013956,0.011399
"426.9762 / 22.89",-0.0052311,-0.0096939,0.019307,0.023221,-0.022497,-0.010403,-0.0011844,0.0076347
"426.9767 / 23.61",0.00021584,0.00090288,-0.0011088,-0.0021322,-0.0024733,0.0012915,0.0014056,0.0012092
"426.9771 / 27.86",-5.6639e-05,0.00072413,0.00097842,0.00051406,3.1953e-05,0.0003563,-0.00056743,-0.00096874
"426.9864 / 19.84",0.00016208,0.003907,-0.0047976,0.011563,0.0043369,0.00042036,-0.0020873,0.0091068
"426.9865 / 24.18",1.5111e-05,-0.00014818,0.0030102,0.00011929,-0.00081769,0.0022586,-0.0013066,-0.0028281
"426.9867 / 21.46",-0.0033883,-0.0025021,-0.026723,0.017043,-0.01074,-0.0054231,0.021835,0.0036341
"426.9870 / 23.57",-0.0060007,-0.0082214,-0.020654,0.0021787,0.0096251,-0.0085207,-0.0057609,0.025511
"426.9872 / 22.53",-0.0015835,4.8007e-05,0.016419,0.015534,0.004805,0.0044313,0.011572,-0.020011
"426.9873 / 1.20",0.0010766,0.012107,-0.0044523,0.0035385,-0.007707,0.0041191,0.0014081,0.00072226
"426.9875 / 20.53",0.004213,0.010261,1.8404e-05,0.027272,-0.014741,-0.0056516,-0.013936,-0.0017951
"426.9876 / 25.86",-6.4891e-05,8.7716e-05,0.00040707,-0.00038748,-0.00055402,0.0010008,0.00010754,-0.00058272
"426.9882 / 27.87",2.0325e-05,0.000226,0.00080612,-0.00064399,-0.00098524,0.0011325,7.5687e-05,-0.00078268
"427.1066 / 3.93",0.003275,-0.01073,-0.0041939,0.0044511,-0.0020647,0.0016473,0.004071,-0.0075828
"427.2087 / 7.59",0.012406,-0.0097339,0.014962,-0.0096621,-0.002578,0.0074578,-0.0087751,0.0060995
"427.2189 / 15.17  MH",0.017208,0.0014145,-0.0030676,-0.010715,0.0071088,0.0015732,-0.00079898,0.0047818
"427.2202 / 10.27",0.01483,-0.0024897,0.0065288,-0.0091656,0.0050258,-0.0028954,0.0026383,-0.00086905
"427.2257 / 3.06",0.0054311,-0.025465,-0.021473,-0.0074512,0.021469,0.0063309,-0.0051979,0.008534
"427.2552 / 20.11",0.011224,0.0044479,-0.0076369,-0.0096708,-0.0071682,0.001122,0.0051537,-0.011191
"427.2661 / 22.04",-0.0083374,-0.00074381,-0.010239,0.0056061,-0.0083624,-0.013026,0.012121,-0.0008262
"427.3035 / 23.60  MCH3OHH",-4.9014e-06,1.8521e-05,0.0029165,4.702e-05,-0.0022549,0.0030245,0.00046442,-0.00068736
"427.4488 / 7.60",0.0039901,-0.003733,-0.0073128,0.01829,-0.0073042,-0.013621,0.0082331,0.0098318
"427.7000 / 7.73",0.011261,-0.0078848,-0.0022597,0.013685,-0.010669,0.0047512,-0.017274,0.019306
"427.7117 / 12.22",0.0099286,0.0015479,-0.017658,0.0085148,0.0089779,-0.014903,0.0067907,0.00342
"427.7265 / 3.03",0.010521,-0.0077391,-0.010282,-0.0026891,0.022848,0.0032758,-0.023836,0.012636
"428.0587 / 14.12",0.0021744,0.01085,0.026342,-0.0013932,-0.00078938,-0.0061483,-0.013627,-0.011053
"428.0690 / 14.06",0.00044513,0.012419,0.01876,0.0075886,-0.0019769,-0.0048477,-0.018237,-0.0154
"428.1468 / 16.27  MNa",0.013516,0.0047147,-0.01549,0.011371,0.0056993,-0.0084994,0.0094251,-0.018566
"428.1494 / 8.98",0.0094444,-0.013946,0.013685,0.0013907,-0.024648,0.012425,0.0031502,-0.00033958
"428.2163 / 17.19",0.010624,-0.0090837,0.0022556,0.0054854,-0.022874,0.0062262,-0.0022532,0.0013456
"428.2236 / 11.77",0.01225,0.00099402,-0.0032161,-0.002254,0.010867,-0.020986,0.017332,0.0050686
"428.2319 / 20.82",0.0011645,-0.0014402,0.00089288,0.00014345,-0.0092431,0.0096182,-0.0043153,-0.0062968
"428.2370 / 16.01",0.010235,0.00085488,-0.013649,0.023937,-0.0018522,-0.0077932,0.0056945,-0.023593
"428.2504 / 6.59",0.0169,-0.0042399,0.0088021,-0.0084103,0.0019164,-0.0028971,0.0049982,0.0035113
"428.4894 / 11.87",0.0032323,-0.0030276,0.0028114,-0.0012906,-0.010579,0.01861,-0.0092598,-0.015334
"428.5438 / 10.33",0.012377,0.0015319,-0.021458,0.021496,-0.013697,0.0022875,0.0070064,-0.0046945
"428.5722 / 15.98",0.0098311,0.00067856,-0.022121,0.016455,-0.0071031,-0.0057615,0.012825,-0.010969
"428.7079 / 15.05",0.017554,0.0015825,-0.0069359,-0.005148,0.0024708,0.0056352,-0.00047127,-0.00085671
"428.7371 / 11.15",0.014921,-0.00072448,-0.0074033,0.0016197,-0.007885,0.0059969,0.010125,-0.01175
"428.9002 / 9.43  M3H3",0.012838,-0.0049653,0.014673,-0.016191,0.0016871,0.00072699,-0.0041451,0.014075
"428.9070 / 13.11  M3H3",0.014969,-0.00057663,0.009396,-0.023013,0.0043497,0.013747,-0.0082475,0.0031223
"429.1707 / 16.24",-0.0016949,0.0011417,-0.00061369,-0.00057144,0.0073929,-0.015513,0.011573,0.0017998
"429.1723 / 19.79",0.0027645,-0.016985,0.0054967,0.0041741,-0.0028723,-0.0027528,0.0033829,-0.02286
"429.2134 / 20.12",0.0079917,-0.0038646,0.0034322,-0.0087495,-0.013525,-7.0905e-05,0.003324,0.0093563
"429.2345 / 7.91",0.01528,-0.0046403,-0.016228,-0.0086905,0.019956,0.01035,-0.015984,0.0084849
"429.2394 / 6.82  MHNH42",0.018648,0.010579,0.00082061,-0.0016445,0.0039556,-0.0071249,-0.0010694,-0.005504
"429.2409 / 23.67",0.00017018,0.00092463,0.0011703,0.001122,-0.00022243,0.00065344,0.00061799,-0.00097804
"429.2527 / 23.69",0.00016757,3.827e-05,0.00060116,0.0003177,-0.0008251,0.0015872,0.00071047,-0.00051833
"429.2712 / 12.54  MH",0.01623,0.014222,-0.016146,0.0056405,0.018509,-0.032207,0.015853,0.00050245
"429.2712 / 15.30",0.017627,0.001954,0.00088881,-0.00041101,0.0058824,-0.0056421,-0.0018763,7.7765e-05
"429.3179 / 23.58",1.0168e-05,-0.00030652,0.00051413,-0.00068654,0.00018647,0.00070449,0.00079447,-0.00038156
"429.5534 / 13.96  M3H3",0.0091711,0.0016855,-0.0016031,-0.014174,0.018,-0.02152,0.018296,0.0016156
"429.5579 / 14.63  M3H3",0.0076954,-0.0032736,0.0041817,0.0011782,-0.019011,0.010542,0.0053124,-8.0034e-05
"429.5733 / 11.99",0.0059945,-0.0058845,0.019061,-0.015195,-0.00053905,0.005133,-0.0107,0.017439
"429.7051 / 14.59  M2H2",0.013048,0.0042414,-0.012375,0.0093215,0.011261,-0.01137,0.0040097,-0.012293
"429.7327 / 12.52",0.015599,-0.00046946,-0.0044897,-0.003318,0.0036572,0.00048852,0.00084627,0.0028707
"429.7398 / 11.68  M2H2",0.0094995,-0.0093526,0.017604,-0.0082289,-0.0066557,0.01489,-0.016984,0.013014
"429.7404 / 6.74",0.016264,0.00076704,-0.0071816,0.0038837,-0.0042504,0.001156,0.0030472,0.010343
"429.8970 / 11.63  M3H3",0.0080388,-0.0080202,0.01657,-0.0091731,-0.0012712,0.0042506,-0.011996,0.019384
"430.0373 / 15.47  M5H5",0.0043343,-0.0063282,0.0062671,0.0023935,-0.01955,0.021281,-0.011324,-0.0068003
"430.1881 / 5.46",0.014105,-0.0037916,0.0034272,-0.014525,-0.0011519,0.00069459,0.011893,-0.00040105
"430.1948 / 3.70  M2H2",0.014103,-0.013743,0.017102,-0.0084703,-0.0044687,-0.001554,0.0046973,-0.0017101
"430.1978 / 11.64  MH",0.017653,0.0054406,-0.0098074,0.011304,0.0067528,-0.012676,0.0012946,-0.0055079
"430.2029 / 3.05",0.012239,-0.010836,0.0033091,0.0079786,0.0013028,-0.011091,0.013576,-0.00056213
"430.2195 / 13.77",0.010144,-0.0011788,-0.0080842,-0.0015457,0.0014611,0.0040756,0.011395,-0.021185
"430.2286 / 2.45  MNH4",0.013053,-0.010218,0.0059771,-0.0076429,-0.0064039,0.010711,-7.1257e-05,-0.005266
"430.2290 / 5.72",0.014902,-0.0072075,0.010873,-0.016134,0.0021378,0.0038241,-0.0015609,0.011075
"430.2314 / 7.34",0.0070167,0.00096674,0.011289,-0.0096265,0.021422,-0.023272,-0.0026407,0.021022
"430.2436 / 17.22  M2H2",0.0068522,-0.0020498,0.017799,-0.021155,-0.011321,0.017081,0.0037834,0.0044887
"430.2644 / 12.62",0.017077,0.0033355,-0.015855,0.009421,0.008243,-0.01035,0.0067623,-0.0040562
"430.2652 / 6.71",0.013988,-0.0054344,0.0043951,0.0054367,-0.012688,0.0037444,0.0025348,0.0072074
"430.2663 / 8.09",0.01794,-0.0015869,-0.0126,-0.00015435,0.008034,0.0036244,-0.0037697,0.0044106
"430.2669 / 9.05",0.013793,-0.0098231,0.009889,0.010375,-0.014521,0.0042245,-0.0062761,0.0072203
"430.2964 / 22.49",0.0043539,-0.012986,0.00097007,-0.022865,0.0049718,-0.013318,-0.0061947,0.002533
"430.3012 / 10.55",0.0079791,-0.0029524,-0.0076118,0.0072342,-0.0063868,0.018288,-0.013006,-0.0090177
"430.7091 / 9.67",0.0062745,-0.0040825,0.0064903,0.0036649,-0.016638,0.0078308,0.0038303,-0.0017115
"430.7148 / 2.73",0.013992,-0.00075567,0.0018551,0.0077128,0.0034676,-0.010271,0.0036123,-0.010751
"430.7270 / 12.96",0.014182,-0.0019256,-0.017782,0.01312,-0.0027464,0.0016046,-0.0035921,-0.002929
"430.7369 / 9.41",0.011044,-0.0038582,-0.011041,0.014954,-0.0030461,0.0082205,-0.015735,-0.0057286
"430.7474 / 15.75  M2H2",0.0091182,-0.0048111,-0.017465,0.02877,-0.015436,-0.0010814,0.0072501,-0.0059483
"431.1035 / 20.44",0.0049071,0.00031914,0.0046578,0.014241,0.0043381,0.0012532,0.0072118,-0.0096095
"431.1403 / 4.94",0.011158,0.0066704,-0.024263,0.015782,-0.0094495,-0.0037024,0.015417,-0.014714
"431.1771 / 12.13",0.01412,0.0026008,-0.0032874,-0.010272,0.006909,0.0063022,-0.00081365,-0.0023368
"431.1917 / 9.55  MNa",0.013677,-0.00077914,-0.0021886,-0.0061242,0.0038152,0.0050275,-0.0014272,-0.0015514
