"","MeanDecreaseAccuracy"
"224.0670 / 7.05",0.00016667
"209.1174 / 20.92  MCH3OHH",0.00016667
"185.0921 / 3.17",0.00016667
"148.0471 / 2.09",0.00016667
"116.9854 / 1.03",0.00016667
"115.0944 / 8.28",0.00016667
"916.4855 / 10.64",0.00015385
"673.2323 / 1.62",0.00015385
"614.9833 / 1.13",0.00015385
"535.7551 / 10.62",0.00015385
"512.2253 / 18.98",0.00015385
"449.0415 / 18.78",0.00015385
"429.1526 / 4.30  2MNa-2H-",0.00015385
"425.1813 / 19.94",0.00015385
"381.2053 / 23.22",0.00015385
"248.0584 / 11.45",0.00015385
"143.0713 / 4.75",0.00015385
"558.7841 / 10.00  M2H2",0.00015385
"506.2614 / 9.58",0.00015385
"494.0151 / 1.18",0.00015385
"487.2204 / 24.34",0.00015385
"469.2650 / 21.69  M2HNa3",0.00015385
"453.0506 / 2.08",0.00015385
"441.1979 / 3.22  MH",0.00015385
"432.2797 / 17.72  MNH4",0.00015385
"424.2029 / 22.38",0.00015385
"414.1892 / 12.61",0.00015385
"399.1691 / 11.28",0.00015385
"396.1849 / 2.74",0.00015385
"369.1878 / 1.83",0.00015385
"363.1880 / 7.98",0.00015385
"302.0556 / 8.25  2MNH4",0.00015385
"281.1124 / 5.01",0.00015385
"273.1556 / 1.81",0.00015385
"252.0910 / 1.87",0.00015385
"211.1646 / 21.84  MH",0.00015385
"141.0367 / 1.04",0.00015385
"99.9252 / 3.24",0.00014286
"676.3687 / 18.49",0.00014286
"601.3180 / 13.93  M-H-",0.00014286
"354.1289 / 9.02",0.00014286
"189.1133 / 10.16",0.00014286
"802.4670 / 21.91  M2H2",0.00014286
"578.7981 / 11.74  M2H2",0.00014286
"471.2570 / 7.04  MNH4",0.00014286
"355.1853 / 23.51",0.00014286
"297.1382 / 22.62",0.00014286
"703.0032 / 25.11",0.00013333
"413.9713 / 1.01",0.00013333
"193.1232 / 20.77",0.00013333
"421.2419 / 12.52  MNa",0.00013333
"135.0806 / 17.12",0.00013333
"756.8850 / 15.83",0.000125
"502.2336 / 19.04",0.000125
"710.3206 / 23.65",0.00011765
"520.2387 / 8.80  MNa",0.00011111
"996.4197 / 11.10  MNa-2H-",0
"994.5335 / 17.89  M-H-",0
"994.4628 / 7.93",0
"993.4795 / 13.33",0
"992.5265 / 19.51",0
"990.5403 / 18.82",0
"990.3985 / 9.69",0
"99.9267 / 6.40",0
"99.9266 / 9.21",0
"99.9266 / 8.56",0
"99.9265 / 7.61",0
"99.9264 / 11.45",0
"99.9261 / 0.03",0
"99.9260 / 9.79",0
"99.9260 / 7.05",0
"99.9260 / 4.35",0
"99.9260 / 18.76",0
"99.9260 / 16.93",0
"99.9260 / 10.41",0
"99.9258 / 17.45",0
"99.9257 / 32.01",0
"99.9257 / 20.68",0
"99.9257 / 2.43",0
"99.9257 / 13.36",0
"99.9257 / 12.53",0
"99.9256 / 19.49",0
"99.9253 / 5.67",0
"99.9253 / 12.02",0
"99.9253 / 0.76",0
"99.9251 / 15.42",0
"99.9250 / 14.28",0
"99.9242 / 1.69",0
"989.5024 / 14.85  MNa-2H-",0
"988.9776 / 19.11  M-2H2-",0
"988.4876 / 17.20",0
"987.0146 / 18.62",0
"986.5710 / 11.92",0
"984.0120 / 19.99  M-2H2-",0
"982.5722 / 18.98  2M-H-",0
"981.5508 / 14.42",0
"980.4855 / 15.89  M-H-",0
"98.9562 / 2.03",0
"979.5921 / 19.20  M-H-",0
"978.4727 / 18.52",0
"977.0230 / 1.33  2MK-2H-",0
"976.5563 / 13.07",0
"975.5360 / 18.49",0
"975.5258 / 18.62  M-2H2-",0
"974.4346 / 11.10  M-H-",0
"973.9599 / 19.26",0
"973.4409 / 11.80  MNa-2H-",0
"972.4802 / 7.93  MNa-2H-",0
"972.4474 / 17.55  MNa-2H-",0
"971.9913 / 19.81",0
"971.5337 / 9.41",0
"971.5032 / 10.27",0
"971.4625 / 22.10",0
"970.4750 / 21.47",0
"968.3731 / 18.12",0
"967.5196 / 14.85  M-H-",0
"967.5059 / 19.26",0
"965.5335 / 19.65  M-2H2-",0
"964.5065 / 19.98  M-2H2-",0
"964.4329 / 10.99  MNa-2H-",0
"963.4280 / 19.61  2M-H-",0
"962.4684 / 19.26  M-2H2-",0
"962.4579 / 16.17",0
"962.4434 / 19.39  M-H-",0
"962.4345 / 8.76",0
"962.0534 / 1.21",0
"961.4710 / 17.13",0
"961.0531 / 1.28  3M2Na-3H-",0
"961.0525 / 24.43",0
"961.0508 / 25.17  3M2Na-3H-",0
"961.0507 / 27.43  4M3Na-4H-",0
"961.0507 / 22.19  4M3Na-4H-",0
"961.0475 / 22.72  4M3Na-4H-",0
"960.4816 / 17.17  MNa-2H-",0
"960.4255 / 17.80",0
"96.9607 / 31.88",0
"96.9606 / 7.68",0
"96.9606 / 5.42",0
"96.9606 / 3.87",0
"96.9605 / 9.17",0
"96.9605 / 0.71",0
"96.9605 / 0.11",0
"96.9604 / 9.76",0
"96.9604 / 30.28",0
"96.9604 / 3.11",0
"96.9604 / 2.03",0
"96.9603 / 29.50",0
"96.9603 / 11.12",0
"96.9602 / 13.37",0
"96.9601 / 14.17",0
"96.9601 / 12.79",0
"96.9600 / 11.93",0
"96.9599 / 28.78  M-",0
"96.9599 / 16.56",0
"96.9598 / 15.09",0
"96.9597 / 4.47",0
"96.9594 / 8.64",0
"959.4225 / 13.10",0
"959.4147 / 16.47  2M-H-",0
"958.5184 / 15.07",0
"956.5407 / 11.66",0
"956.5404 / 10.83",0
"956.3814 / 15.70  2M-H-",0
"955.0362 / 13.50  4MKNa-3H-",0
"955.0355 / 25.21",0
"955.0342 / 25.97",0
"955.0330 / 1.29",0
"955.0329 / 24.52",0
"955.0327 / 26.79",0
"955.0322 / 27.67",0
"955.0320 / 22.99",0
"954.5047 / 19.65  M-2H2-",0
"953.5287 / 20.99",0
"953.4354 / 20.46  2MNa-2H-",0
"951.4582 / 11.80  M-H-",0
"951.4374 / 19.70",0
"950.4993 / 7.96  M-H-",0
"950.4636 / 17.55  M-H-",0
"95.9522 / 28.97  M-H-",0
"949.4650 / 18.85  M-2H2-",0
"949.4537 / 14.41",0
"948.4560 / 17.61",0
"946.4737 / 10.84  MNa-2H-",0
"946.3906 / 18.12  MNa-2H-",0
"945.4784 / 17.80  MNa-2H-",0
"942.4522 / 10.99  M-H-",0
"940.4841 / 10.68",0
"939.5600 / 13.84",0
"939.2891 / 24.31",0
"939.0552 / 1.18",0
"938.4987 / 17.13  M-H-",0
"938.4773 / 18.85  M-2H2-",0
"938.4429 / 17.77  MNa-2H-",0
"938.3887 / 20.52",0
"937.3525 / 21.09",0
"936.4532 / 10.46  MNa-2H-",0
"935.4985 / 18.72",0
"935.4247 / 19.98",0
"934.4001 / 15.70  M-H-",0
"932.5041 / 19.51  MNa-2H-",0
"931.4497 / 9.92",0
"930.9616 / 1.13",0
"930.5079 / 16.31",0
"930.4841 / 11.66",0
"93.0351 / 5.40",0
"929.5114 / 15.17",0
"929.5099 / 20.17",0
"928.9334 / 19.14  M-2H2-",0
"927.5649 / 19.36",0
"926.4970 / 14.58  MFA-H-",0
"926.3983 / 8.57  MNa-2H-",0
"924.4919 / 10.81  M-H-",0
"924.4094 / 18.09  M-H-",0
"923.9525 / 10.48",0
"923.4961 / 17.83  M-H-",0
"923.3999 / 16.63",0
"922.9505 / 10.51  M-2H2-",0
"922.4625 / 12.41",0
"920.2873 / 20.14",0
"92.9283 / 1.37",0
"92.0249 / 3.87",0
"919.4165 / 15.42  M-2H2-",0
"919.3874 / 10.13",0
"918.4527 / 19.20  MNa-2H-",0
"918.4466 / 18.54  M-2H2-",0
"918.3391 / 8.68  MNa-2H-",0
"917.9471 / 19.14  M-2H2-",0
"917.4780 / 10.62",0
"917.0549 / 1.14  2MNa-2H-",0
"916.4612 / 17.83  M-H-",0
"916.4599 / 18.53",0
"916.3881 / 14.08",0
"916.3656 / 15.04",0
"915.5136 / 11.08",0
"915.4393 / 17.86  M-2H2-",0
"914.4740 / 10.46  M-H-",0
"914.3893 / 17.55  MNa-2H-",0
"913.5134 / 20.11",0
"913.4619 / 14.00",0
"912.4556 / 16.97",0
"912.4076 / 18.63",0
"911.2590 / 23.91",0
"910.9877 / 13.49  M-2H2-",0
"910.5238 / 19.51  M-H-",0
"908.9557 / 19.07  M-2H2-",0
"908.5578 / 19.11",0
"907.4559 / 18.54  M-2H2-",0
"906.4651 / 19.20  M-2H2-",0
"905.4820 / 17.23  MNa-2H-",0
"905.4240 / 19.67",0
"905.3922 / 14.56",0
"905.0011 / 18.67  M-2H2-",0
"904.4501 / 17.61",0
"904.4180 / 8.60  M-H-",0
"904.3756 / 10.36",0
"902.4701 / 15.04  MNa-2H-",0
"901.5366 / 14.03",0
"901.4220 / 17.42",0
"90.0269 / 1.88",0
"899.4313 / 13.59",0
"899.0973 / 13.59",0
"898.4049 / 8.49",0
"897.9625 / 19.11  M-2H2-",0
"897.4064 / 10.13  MNa-2H-",0
"896.4826 / 16.21",0
"896.4697 / 19.20  M-H-",0
"896.4694 / 9.41",0
"896.4680 / 18.52",0
"896.4498 / 19.77  MAcO-H-",0
"896.3578 / 8.68  M-H-",0
"895.0197 / 1.33  4M-H-",0
"894.5037 / 19.47",0
"894.4352 / 19.85  MNa-2H-",0
"894.4250 / 20.52  2M-H-",0
"894.4140 / 12.53",0
"894.3835 / 15.04  MNa-2H-",0
"893.3888 / 21.09",0
"892.4583 / 19.42",0
"892.4486 / 18.63  M-2H2-",0
"892.4077 / 17.55  M-H-",0
"891.4799 / 19.20",0
"891.4222 / 10.98  MNa-2H-",0
"890.4877 / 10.27",0
"890.4317 / 18.63",0
"890.3778 / 20.14",0
"89.0239 / 3.55",0
"89.0239 / 2.58",0
"89.0238 / 1.84  M-H-",0
"889.4571 / 22.10  2MNa-2H-",0
"889.4497 / 13.02",0
"889.4368 / 9.02  MNa-2H-",0
"888.3795 / 11.29",0
"887.4624 / 16.61",0
"885.5031 / 10.83",0
"884.4284 / 13.18",0
"883.5001 / 17.20  M-H-",0
"883.2271 / 23.51",0
"882.5069 / 17.74",0
"882.3944 / 10.32  MNa-2H-",0
"881.5608 / 18.45",0
"881.5096 / 17.70",0
"880.4880 / 15.01  M-H-",0
"880.4516 / 15.77  MNa-2H-",0
"880.0522 / 1.21  M-",0
"88.0398 / 2.52",0
"879.4243 / 19.23",0
"879.0484 / 21.17",0
"879.0482 / 20.52",0
"879.0477 / 25.89",0
"879.0471 / 21.95",0
"879.0469 / 24.17",0
"879.0462 / 22.82",0
"879.0450 / 1.28  M-H-",0
"879.0427 / 19.64",0
"878.8860 / 20.14  M-2H2-",0
"878.3685 / 19.60",0
"877.4992 / 12.52  2MNa-2H-",0
"877.4693 / 16.73",0
"877.4592 / 16.31",0
"877.4399 / 18.14",0
"876.4663 / 16.76",0
"876.3739 / 15.20  MNa-2H-",0
"875.4645 / 17.35",0
"875.4244 / 10.13  M-H-",0
"874.5272 / 10.97",0
"874.4828 / 13.76",0
"873.0324 / 24.11",0
"873.0318 / 21.49",0
"873.0314 / 27.48",0
"873.0301 / 22.55",0
"873.0295 / 25.91",0
"873.0290 / 24.98",0
"873.0287 / 26.96",0
"873.0272 / 20.71",0
"873.0263 / 1.26",0
"872.4528 / 19.85  M-H-",0
"872.4012 / 15.07  M-H-",0
"872.3835 / 17.38",0
"870.4492 / 11.06  M-",0
"870.4003 / 16.08",0
"87.0086 / 1.64  M-H-",0
"869.4412 / 10.98  M-H-",0
"869.4109 / 9.00",0
"868.4929 / 19.91",0
"868.4442 / 18.63  M-H-",0
"868.4168 / 19.00",0
"868.3365 / 12.24",0
"867.9119 / 19.49  M-2H2-",0
"867.4554 / 9.02  M-H-",0
"867.3949 / 9.60  MNa-2H-",0
"867.0124 / 28.02",0
"867.0108 / 1.16",0
"866.9187 / 12.86  M-2H2-",0
"866.4766 / 18.98",0
"866.4758 / 13.30",0
"866.4273 / 14.44  MFA-H-",0
"866.3332 / 12.27  MNa-2H-",0
"865.4799 / 9.38",0
"865.3789 / 9.47",0
"865.0286 / 1.29",0
"864.4265 / 14.70  MNa-2H-",0
"864.4192 / 7.38  2M-H-",0
"863.4605 / 12.68  MNa-2H-",0
"863.4263 / 11.99",0
"863.2456 / 1.57",0
"861.3688 / 11.11  MNa-2H-",0
"861.3573 / 15.87",0
"860.9910 / 1.17",0
"860.6071 / 24.73  M-H-",0
"860.4159 / 18.87",0
"860.4130 / 10.36  M-H-",0
"859.4892 / 6.71",0
"858.4746 / 13.81",0
"858.4684 / 15.77  M-H-",0
"858.3852 / 13.87  2M-H-",0
"858.0559 / 1.18  M-",0
"857.4719 / 14.28",0
"857.4105 / 11.79",0
"857.3948 / 11.06  2MNa-2H-",0
"857.3661 / 3.66  2M-H-",0
"857.2898 / 24.29",0
"857.0485 / 1.20  M-H-",0
"856.3932 / 11.03  MNa-2H-",0
"856.3824 / 14.63",0
"855.9305 / 12.86  M-2H2-",0
"855.3646 / 12.15",0
"855.2894 / 14.41",0
"855.1929 / 23.06",0
"854.9746 / 1.13  MBr-",0
"854.8945 / 14.95",0
"854.3902 / 15.20  M-H-",0
"853.8871 / 15.27  M-2H2-",0
"853.3676 / 11.43  MNa-2H-",0
"853.3573 / 20.97",0
"851.3900 / 19.13  M-2H2-",0
"851.2660 / 24.31",0
"850.4802 / 9.72",0
"85.0652 / 8.31",0
"85.0290 / 2.13",0
"848.9618 / 1.07",0
"848.8909 / 18.83  M-2H2-",0
"848.4453 / 19.25",0
"848.4313 / 9.57  M-2H2-",0
"848.4251 / 12.99",0
"848.4144 / 11.63",0
"848.4139 / 11.08",0
"848.4133 / 12.36",0
"847.4878 / 12.52",0
"847.4416 / 9.43",0
"847.2855 / 10.57",0
"845.5135 / 18.45",0
"845.4156 / 9.60  M-H-",0
"845.3406 / 12.81  MNa-2H-",0
"845.3271 / 15.49",0
"844.3990 / 8.89  3M2Na-3H-",0
"844.3514 / 12.27  M-H-",0
"842.4780 / 20.07",0
"842.4453 / 14.70  M-H-",0
"840.8383 / 18.18  M-2H2-",0
"839.4036 / 12.80",0
"839.3904 / 11.11  M-H-",0
"839.3543 / 12.71  MNa-2H-",0
"838.3996 / 18.72  MAcO-H-",0
"838.2826 / 20.14  MNa-2H-",0
"837.4101 / 11.34  M-2H2-",0
"837.4005 / 14.98",0
"836.4310 / 19.77  M-H-",0
"835.5297 / 24.30",0
"835.3902 / 12.10",0
"835.0562 / 1.14",0
"834.4111 / 11.06  M-H-",0
"833.4386 / 19.51  M-2H2-",0
"833.3672 / 18.24",0
"833.3073 / 14.41  MNa-2H-",0
"833.2870 / 13.52",0
"832.9828 / 1.08",0
"832.4170 / 3.45",0
"832.2845 / 13.49",0
"831.4240 / 19.04  MNa-2H-",0
"831.3854 / 11.43  M-H-",0
"831.3632 / 13.07",0
"831.1972 / 22.55",0
"830.9105 / 19.17  M-2H2-",0
"83.0504 / 6.41",0
"83.0244 / 7.52",0
"829.8479 / 18.18  M-2H2-",0
"829.4413 / 10.17",0
"829.4066 / 3.48",0
"829.2553 / 23.88",0
"827.4298 / 13.65  MNa-2H-",0
"827.3518 / 6.63",0
"827.1614 / 22.45",0
"826.9207 / 11.33",0
"826.9126 / 13.53  M-2H2-",0
"826.4790 / 16.28",0
"826.4195 / 11.34  M-2H2-",0
"826.3332 / 4.24",0
"825.4445 / 17.83",0
"825.3967 / 14.37",0
"825.3533 / 22.10",0
"825.3050 / 10.57  MNa-2H-",0
"824.5010 / 9.38",0
"824.3629 / 12.78  2M-",0
"824.3576 / 10.84  MNa-2H-",0
"823.9288 / 17.64  M-2H2-",0
"823.3889 / 14.56",0
"823.3603 / 12.81  M-H-",0
"823.3442 / 15.49  MNa-2H-",0
"821.9090 / 19.70  M-2H2-",0
"821.3993 / 21.52",0
"820.4473 / 19.49",0
"820.4187 / 14.71  M-H-",0
"820.4170 / 18.39",0
"819.4271 / 17.80  M-",0
"818.4449 / 13.05",0
"818.4209 / 18.14  M-H-",0
"818.4189 / 18.69",0
"817.4309 / 13.42",0
"817.4190 / 18.20  MNa-2H-",0
"817.3945 / 15.84  M-H-",0
"817.3735 / 8.86  MNa-2H-",0
"817.3708 / 12.71  M-H-",0
"817.2980 / 11.26",0
"817.0093 / 1.07",0
"816.4512 / 19.80",0
"816.4497 / 18.97",0
"816.4269 / 19.52",0
"816.3861 / 16.50",0
"816.3008 / 20.14  M-H-",0
"815.4161 / 10.90",0
"815.4051 / 7.52",0
"814.4673 / 9.41",0
"814.4449 / 19.77",0
"814.4085 / 8.68",0
"814.3566 / 20.01",0
"813.4223 / 10.33",0
"813.3887 / 14.06",0
"813.1535 / 22.05",0
"813.0167 / 1.33  2MK-2H-",0
"812.9391 / 17.67  M-2H2-",0
"812.4627 / 14.51",0
"812.4158 / 13.53  M-",0
"811.4675 / 17.29",0
"811.4449 / 10.79",0
"811.4078 / 13.99  M-H-",0
"811.3950 / 19.56",0
"811.3641 / 14.63  MNa-2H-",0
"811.3609 / 18.05  MNa-2H-",0
"811.3257 / 14.41  M-H-",0
"810.4050 / 19.62",0
"810.3026 / 13.52  MNa-2H-",0
"809.4759 / 19.20",0
"809.4539 / 21.31",0
"809.4409 / 19.07  M-H-",0
"808.8937 / 9.28",0
"808.4621 / 19.33",0
"807.4238 / 19.41",0
"806.9230 / 19.41",0
"806.4019 / 14.47",0
"805.4463 / 13.65  M-H-",0
"804.9113 / 19.65  M-2H2-",0
"803.3707 / 15.46",0
"803.3262 / 10.59  M-H-",0
"802.4319 / 14.25",0
"802.3941 / 15.77",0
"802.3745 / 10.84  M-H-",0
"801.3996 / 3.77  MTFA-H-",0
"801.3783 / 18.96",0
"801.3629 / 15.49  M-H-",0
"801.3011 / 23.24",0
"801.2224 / 23.48",0
"801.0304 / 1.07",0
"800.4517 / 17.20",0
"800.4265 / 11.45",0
"799.8677 / 18.67  M-2H2-",0
"799.4292 / 15.71",0
"799.3724 / 15.42",0
"797.9062 / 9.28  M-2H2-",0
"797.3646 / 16.09  MNa-2H-",0
"797.0457 / 27.41",0
"797.0449 / 19.44",0
"797.0449 / 18.55  2MNa-2H-",0
"797.0448 / 25.89  2MNa-2H-",0
"797.0448 / 20.61",0
"797.0447 / 21.45",0
"797.0445 / 22.35",0
"797.0436 / 23.36",0
"797.0434 / 24.21",0
"797.0432 / 1.33  3M-H-",0
"797.0416 / 17.79",0
"796.3706 / 16.47",0
"796.2723 / 20.97",0
"795.4370 / 18.17  M-H-",0
"795.4327 / 18.91",0
"795.4262 / 17.18",0
"795.3913 / 8.86  M-H-",0
"795.3170 / 11.26  MNa-2H-",0
"795.2076 / 23.51",0
"794.3780 / 7.52  MNa-2H-",0
"794.3197 / 20.14  MNa-2H-",0
"794.3078 / 14.50  MNa-2H-",0
"793.8715 / 17.45",0
"793.4179 / 11.12",0
"793.3367 / 20.97  MNa-2H-",0
"792.3977 / 12.31  MNa-2H-",0
"791.4350 / 13.52",0
"791.3852 / 14.60",0
"791.3731 / 17.80",0
"791.3599 / 15.55",0
"791.3360 / 20.46",0
"791.0278 / 27.71",0
"791.0272 / 25.86",0
"791.0272 / 21.86",0
"791.0272 / 19.66",0
"791.0260 / 22.66",0
"791.0259 / 20.30",0
"791.0257 / 25.05",0
"791.0257 / 23.42",0
"791.0256 / 21.16",0
"791.0249 / 1.26  MCl-",0
"791.0247 / 17.50",0
"790.8568 / 15.55  M-2H2-",0
"790.8057 / 16.76",0
"790.3840 / 14.60",0
"790.3259 / 13.52  3M2Na-3H-",0
"790.2805 / 20.55  MNa-2H-",0
"789.4350 / 7.13",0
"789.3818 / 14.63  M-H-",0
"789.3796 / 18.08  M-H-",0
"789.3367 / 18.05",0
"788.8749 / 18.67  M-2H2-",0
"788.3734 / 16.73",0
"788.3595 / 20.03",0
"788.3287 / 19.20  MNa-2H-",0
"788.3206 / 13.49  M-H-",0
"787.4564 / 18.67",0
"787.3834 / 15.77",0
"787.1262 / 20.87  2MNa-2H-",0
"786.4253 / 19.46",0
"785.4201 / 20.04",0
"785.2771 / 19.76",0
"785.0083 / 27.93  2MNa-2H-",0
"785.0072 / 1.16  2MNa-2H-",0
"785.0050 / 27.23",0
"784.4554 / 20.00",0
"784.3860 / 19.79",0
"783.4374 / 15.70",0
"783.3487 / 15.64  M-H2O-H-",0
"783.3346 / 21.34",0
"783.0282 / 1.29",0
"782.4893 / 17.01",0
"782.4804 / 14.83",0
"780.3612 / 8.37",0
"779.8166 / 16.76  M-2H2-",0
"779.4648 / 23.92",0
"779.4194 / 4.98",0
"779.3893 / 20.99",0
"779.3556 / 10.51  MTFA-H-",0
"779.3444 / 15.67  M-2H2-",0
"779.3210 / 12.79",0
"779.2994 / 15.31",0
"778.4067 / 20.67",0
"778.3769 / 19.04  M-H-",0
"778.1686 / 21.69",0
"777.8838 / 18.67  M-2H2-",0
"777.3080 / 10.96",0
"776.4193 / 19.43",0
"776.3955 / 12.35",0
"776.3568 / 6.91",0
"776.3158 / 22.88",0
"776.0496 / 1.17",0
"775.8491 / 16.94",0
"775.4075 / 11.79  MNa-2H-",0
"775.3955 / 7.51  MNa-2H-",0
"775.3834 / 16.09  M-H-",0
"775.3463 / 18.82  M-2H2-",0
"775.3242 / 18.85",0
"775.2967 / 8.03",0
"775.2826 / 24.30",0
"775.0473 / 1.21  M-H-",0
"774.4045 / 17.45",0
"774.3820 / 14.45",0
"774.3819 / 7.12",0
"774.3104 / 19.23  MNa-2H-",0
"773.3784 / 7.09",0
"773.3437 / 11.97",0
"773.3317 / 11.26  M-H-",0
"773.2880 / 9.30  MNa-2H-",0
"773.1917 / 23.05",0
"772.4386 / 14.56",0
"772.3963 / 7.49  M-H-",0
"772.3838 / 12.50",0
"772.3623 / 8.10",0
"771.4884 / 12.56",0
"771.3537 / 20.97  M-H-",0
"770.4161 / 12.31  M-H-",0
"770.3923 / 20.01  M-H-",0
"770.3004 / 10.68  MNa-2H-",0
"769.2659 / 4.29",0
"769.2650 / 24.34",0
"769.2021 / 22.27",0
"769.1609 / 22.51",0
"769.0747 / 1.08",0
"769.0284 / 1.13  2MK-2H-",0
"768.9041 / 20.01",0
"768.4863 / 9.47",0
"768.3692 / 12.50",0
"768.2987 / 20.55  M-H-",0
"767.3480 / 15.97",0
"767.3334 / 19.44  MNa-2H-",0
"767.1704 / 23.05",0
"766.4480 / 21.76",0
"766.3452 / 19.17  M-H-",0
"765.4464 / 13.11  2MNa-2H-",0
"765.3210 / 17.68",0
"764.3379 / 14.76",0
"764.2829 / 14.25",0
"764.2818 / 14.95",0
"763.3874 / 15.89",0
"763.3610 / 8.73",0
"763.3601 / 13.76",0
"763.3470 / 15.89",0
"762.3242 / 15.48",0
"761.1476 / 1.56",0
"760.8799 / 16.37  M-2H2-",0
"760.3989 / 18.42  MNa-2H-",0
"759.3664 / 19.67  MNa-2H-",0
"759.3021 / 12.21",0
"759.1743 / 22.76",0
"758.4198 / 11.89",0
"758.4058 / 15.14  MFA-H-",0
"758.3868 / 8.87",0
"758.3121 / 19.64  MNa-2H-",0
"757.4457 / 14.54",0
"757.4019 / 10.68  M-",0
"757.3729 / 10.51",0
"757.3609 / 2.51",0
"757.3136 / 23.58",0
"757.2987 / 18.94",0
"756.4256 / 3.32  M-H2O-H-",0
"756.3910 / 10.73  M-H-",0
"755.8821 / 15.86  M-2H2-",0
"755.7965 / 14.11",0
"755.0495 / 1.14  M-H-",0
"754.4208 / 8.58",0
"754.4099 / 15.61",0
"754.3884 / 14.28",0
"754.2719 / 9.70  MNa-2H-",0
"753.5252 / 24.30  2MNa-2H-",0
"753.4254 / 11.79  M-H-",0
"753.4136 / 7.51  M-H-",0
"753.3889 / 12.12",0
"753.3526 / 10.60",0
"753.3301 / 18.69",0
"753.2407 / 23.00",0
"753.0521 / 1.14  2MNa-2H-",0
"752.8871 / 10.65  M-2H2-",0
"752.4243 / 15.58",0
"752.3938 / 19.86  MNa-2H-",0
"752.3291 / 19.23  M-H-",0
"751.3441 / 16.82",0
"751.3058 / 9.30  M-H-",0
"750.5407 / 26.15",0
"749.8883 / 16.37  M-2H2-",0
"749.3993 / 15.30",0
"749.1940 / 22.62",0
"748.3898 / 17.59",0
"748.3475 / 7.28",0
"747.4083 / 11.89",0
"747.3712 / 13.45",0
"747.3267 / 17.23",0
"747.2544 / 23.92",0
"746.4036 / 1.88",0
"746.3394 / 13.07",0
"746.3319 / 7.29",0
"746.3083 / 18.94  M-2H2-",0
"745.8629 / 12.47  M-2H2-",0
"745.8507 / 18.57  M-2H2-",0
"745.4142 / 19.78",0
"745.3927 / 9.66",0
"745.3870 / 17.67",0
"745.3833 / 7.75",0
"745.3541 / 19.44  M-H-",0
"745.3374 / 13.03",0
"745.3178 / 17.54",0
"745.1626 / 22.44",0
"744.8065 / 14.11  M-2H2-",0
"744.4231 / 4.47",0
"744.3548 / 11.43",0
"743.4640 / 13.11  2M-H-",0
"743.4085 / 19.75",0
"743.3597 / 18.15",0
"743.3505 / 22.10",0
"743.3316 / 15.23",0
"743.3138 / 16.55  M-2H2-",0
"742.8979 / 10.62",0
"742.3965 / 19.29",0
"742.3674 / 15.19",0
"742.3020 / 14.92  MNa-2H-",0
"742.3015 / 14.22  MNa-2H-",0
"742.2682 / 12.34  MK-2H-",0
"741.8973 / 10.65  M-2H2-",0
"741.3753 / 20.17",0
"741.2349 / 23.91",0
"741.0178 / 1.08  2MNa-2H-",0
"740.4221 / 18.39",0
"740.3944 / 14.69",0
"739.3635 / 18.62",0
"739.3627 / 14.83  M-H-",0
"738.4160 / 18.42  M-H-",0
"738.3693 / 14.04",0
"738.3488 / 19.46  MNa-2H-",0
"737.5228 / 21.31",0
"737.3844 / 19.63  M-H-",0
"736.8314 / 13.31",0
"736.3514 / 15.01",0
"736.3507 / 17.64",0
"736.3488 / 18.44",0
"736.3289 / 19.64  M-H-",0
"735.3861 / 11.29",0
"735.3515 / 1.82",0
"735.3303 / 11.48",0
"735.3270 / 9.84  MNa-2H-",0
"735.3169 / 18.94  M-2H2-",0
"734.8602 / 18.54  M-2H2-",0
"734.3822 / 15.29  MNa-2H-",0
"734.1918 / 21.76",0
"732.4417 / 15.96",0
"732.4279 / 14.57",0
"732.3934 / 18.37",0
"732.3855 / 7.30  M-2H2-",0
"732.3613 / 19.04",0
"732.3352 / 17.38",0
"732.3289 / 11.80  MNa-2H-",0
"732.3232 / 16.55  M-2H2-",0
"732.2894 / 9.73  M-H-",0
"731.1495 / 22.05",0
"731.0132 / 1.33  3MKNa-3H-",0
"730.4117 / 19.86  M-H-",0
"729.3945 / 18.57",0
"729.2928 / 17.71  M-2H2-",0
"729.2837 / 7.58  2MNa-2H-",0
"729.2440 / 22.97",0
"729.0592 / 1.07",0
"728.4708 / 18.59",0
"728.4651 / 3.38",0
"728.3943 / 5.58",0
"728.3935 / 12.05",0
"728.3920 / 15.14",0
"728.3603 / 9.27  MNa-2H-",0
"727.4012 / 7.31",0
"727.3168 / 3.79",0
"727.0593 / 1.07",0
"726.8163 / 17.38",0
"726.4070 / 7.92  M-H-",0
"726.3298 / 10.83",0
"725.3850 / 18.69",0
"725.3296 / 18.98",0
"725.3165 / 5.99",0
"725.2839 / 22.11",0
"725.2649 / 13.30",0
"725.1269 / 22.05",0
"724.4117 / 9.15",0
"724.3496 / 7.29  MNa-2H-",0
"724.3259 / 18.94  M-2H2-",0
"724.2773 / 9.31  MNa-2H-",0
"723.8717 / 19.66",0
"723.3901 / 14.81  M-2H2-",0
"723.3775 / 8.73",0
"723.3683 / 19.66",0
"723.3322 / 14.14",0
"723.2752 / 19.45  MNa-2H-",0
"722.7824 / 12.66",0
"722.2641 / 20.62",0
"721.3484 / 14.51  M-H2O-H-",0
"721.3031 / 15.74  MTFA-H-",0
